"project","github_repo","debian_sources","homebrew_formulas","in_debian","in_homebrew","is_cpp","is_oss_fuzz","debian_dl_avg","homebrew_dl_avg","debian_dl_p","homebrew_dl_p","debian_share","homebrew_share","categories","licenses","2021","2022","2023","2024","2025"
"debian:gir1.2-gobject-2.0","","gir1.2-gobject-2.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libsmbldap2","","libsmbldap2","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-jcat-1.0","","gir1.2-jcat-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"gnome-chess","","gnome-chess","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:gir1.2-qmi-1.0","","gir1.2-qmi-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:freeipmi-common","","freeipmi-common","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-gtkspell3-3.0","","gir1.2-gtkspell3-3.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-guestfs-1.0","","gir1.2-guestfs-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libc-dev","","libc-dev","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-geocodeglib-2.0","","gir1.2-geocodeglib-2.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:python3-requests","","python3-requests","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"gnome-desktop-testing","","gnome-desktop-testing","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"perl:bit-vector","","libbit-vector-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"debian:python3-pyside2.qtcore","","python3-pyside2.qtcore","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libphp-embed","","libphp-embed","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-edatabook-1.2","","gir1.2-edatabook-1.2","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:akonadi-mime-data","","akonadi-mime-data","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:guile-2.2-libs","","guile-2.2-libs","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:qt6-base-dev-tools","","qt6-base-dev-tools","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:wish","","wish","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"perl:mail-box","","libmail-box-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"debian:libchewing3-data","","libchewing3-data","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:coinor-libosi1v5","","coinor-libosi1v5","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libsndfile-dev","","libsndfile-dev","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-ges-1.0","","gir1.2-ges-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:firebird4.0-common-doc","","firebird4.0-common-doc","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:guile-3.0-libs","","guile-3.0-libs","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"iproute2","","iproute2","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:libkpim6ldapwidgets6-24.12","","libkpim6ldapwidgets6-24.12","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-gsf-1","","gir1.2-gsf-1","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libvirt-daemon-plugin-sanlock","","libvirt-daemon-plugin-sanlock","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"menu","","menu","","True","False","False","False","0","0","","","","","admin","","0","0","0","0","0"
"debian:gir1.2-goocanvas-2.0","","gir1.2-goocanvas-2.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libkpim6akonadisearchcore6-24.12","","libkpim6akonadisearchcore6-24.12","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"perl:string-escape","","libstring-escape-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"fonts:noto-cjk","","fonts-noto-cjk","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:libkuserfeedback-l10n","","libkuserfeedback-l10n","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:lsb-release","","lsb-release","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:kodi-api-visualization","","kodi-api-visualization","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libkpim6eventviews6-24.12","","libkpim6eventviews6-24.12","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"docbook-xml","","docbook-xml","","True","False","False","False","0","0","","","","","text","","0","0","0","0","0"
"debian:gir1.2-tsparql-3.0","","gir1.2-tsparql-3.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-vte-3.91","","gir1.2-vte-3.91","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"emacsen-common","","emacsen-common","","True","False","False","False","0","0","","","","","editors","","0","0","0","0","0"
"debian:gir1.2-gtksource-300","","gir1.2-gtksource-300","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-vte-2.91","","gir1.2-vte-2.91","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"gnome-mines","","gnome-mines","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"netbase","","netbase","","True","False","False","False","0","0","","","","","admin","","0","0","0","0","0"
"debian:luanti-server","","luanti-server","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"perl:lwp-protocol-https","","liblwp-protocol-https-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"ruby:webrick","","ruby-webrick","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:clang-19","","clang-19","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:hdf5-helpers","","hdf5-helpers","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"tzdata","","tzdata","","True","False","False","False","0","0","","","","","localization","","0","0","0","0","0"
"pbuilder","","pbuilder","","True","False","False","False","0","0","","","","","devel","","0","0","0","0","0"
"debian:gir1.2-meta-muffin-0.0","","gir1.2-meta-muffin-0.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:qtdeclarative-abi-5-15-15","","qtdeclarative-abi-5-15-15","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libkpim6pimcommonactivities6-24.12","","libkpim6pimcommonactivities6-24.12","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"fonts:cjkuni","","fonts-arphic-uming","","True","False","False","False","0","0","","","","","fonts","","0","0","0","0","0"
"debian:gir1.2-goffice-0.10","","gir1.2-goffice-0.10","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:python3-dbus.mainloop.pyqt5","","python3-dbus.mainloop.pyqt5","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libmbim-proxy","","libmbim-proxy","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:runit-helper","","runit-helper","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:texlive-latex-base","","texlive-latex-base","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-dee-1.0","","gir1.2-dee-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"fonts:fontawesome","","fonts-font-awesome","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:gir1.2-accounts-1.0","","gir1.2-accounts-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libudunits2-data","","libudunits2-data","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:tk","","tk","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:python3-pyasn1-modules","","python3-pyasn1-modules","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian-archive-keyring","","debian-archive-keyring","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"perl:xml-sax","","libxml-sax-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"perl:mediawiki-api","","libmediawiki-api-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"debian:gir1.2-gusb-1.0","","gir1.2-gusb-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"vpnc-scripts","","vpnc-scripts","","True","False","False","False","0","0","","","","","net","","0","0","0","0","0"
"debian:cl-cffi","","cl-cffi","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-gdata-0.0","","gir1.2-gdata-0.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"cursors:dmz","","dmz-cursor-theme","","True","False","False","False","0","0","","","","","gnome","","0","0","0","0","0"
"debian:g++-x86-64-linux-gnu","","g++-x86-64-linux-gnu","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"ocean-sound-theme","","ocean-sound-theme","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:python3-cffi-backend","","python3-cffi-backend","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:python3-dnspython","","python3-dnspython","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:initramfs-tools-core","","initramfs-tools-core","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"libnpupnp","","","libnpupnp","False","True","True","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-ayatanaappindicator3-0.1","","gir1.2-ayatanaappindicator3-0.1","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:seahorse-daemon","","seahorse-daemon","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:python3-pyside2.qtgui","","python3-pyside2.qtgui","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:kimageformat6-plugins","","kimageformat6-plugins","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-matekbd-1.0","","gir1.2-matekbd-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-gmenu-3.0","","gir1.2-gmenu-3.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libfreehep-graphicsio-java","","libfreehep-graphicsio-java","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libphonenumber8t64-protobuf32","","libphonenumber8t64-protobuf32","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-gudev-1.0","","gir1.2-gudev-1.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"adduser","","adduser","","True","False","False","False","0","0","","","","","admin","","0","0","0","0","0"
"debian:gir1.2-blockdev-3.0","","gir1.2-blockdev-3.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gpg","","gpg","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"perl:set-scalar","","libset-scalar-perl","","True","False","False","False","0","0","","","","","perl","","0","0","0","0","0"
"debian:gir1.2-gdkpixbuf-2.0-dev","","gir1.2-gdkpixbuf-2.0-dev","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:qt6-waylandcompositor-private-abi","","qt6-waylandcompositor-private-abi","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libkpim6akonadicontactwidgets6-24.12","","libkpim6akonadicontactwidgets6-24.12","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"startpar","","startpar","","True","False","False","False","0","0","","","","","misc","","0","0","0","0","0"
"debian:libreoffice-base-drivers","","libreoffice-base-drivers","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:gir1.2-cheese-3.0","","gir1.2-cheese-3.0","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:occt-misc","","occt-misc","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
"debian:libvtk9-java","","libvtk9-java","","True","False","False","False","0","0","","","","","","","0","0","0","0","0"
