"package","github_repo","git","eco_guess","llm_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","license"
"keyutils","","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git","","","229877","26873","346402","0.00044847","C","gpl-2.0-or-later and lgpl-2.0-or-later"
"mysql","mysql/mysql-server","https://github.com/mysql/mysql-server.git","","","0","578865","578865","0.00044506","C","gpl-2.0-only with universal-foss-exception-1.0"
"x265","videolan/x265","https://github.com/videolan/x265.git","","git,github","16881","495571","519035","0.00044061","C","gpl-2.0-or-later"
"nghttp3","ngtcp2/nghttp3","https://github.com/ngtcp2/nghttp3.git","","","18996","247118","273522","0.00043605","C",""
"fizz","facebookincubator/fizz","https://github.com/facebookincubator/fizz.git","","","0","455848","455848","0.00043510","C","bsd-3-clause"
"double-conversion","google/double-conversion","https://github.com/google/double-conversion.git","","","66755","286751","379540","0.00043319","C","bsd-3-clause"
"jbigkit","imagemagick/jbig","https://github.com/imagemagick/jbig.git","","","189333","0","263172","0.00042953","C",""
"at-spi2-core","gnome/at-spi2-core","https://github.com/gnome/at-spi2-core.git","","git,github","134403","137179","323999","0.00042876","C","lgpl-2.1-or-later"
"net-tools","ecki/net-tools","https://github.com/ecki/net-tools.git","","","121147","0","168394","0.00042867","C",""
"speex","xiph/speex","https://github.com/xiph/speex.git","","git,github","131857","315182","498463","0.00042804","C","bsd-3-clause"
"srt","Haivision/srt","https://github.com/haivision/srt.git","","","54705","464860","540899","0.00042515","C","mpl-2.0"
"z3","Z3Prover/z3","https://github.com/z3prover/z3.git","","","107520","371464","520916","0.00042387","C","mit"
"procps","","https://gitlab.com/procps-ng/procps.git","","","229971","0","319659","0.00042382","C",""
"libfuse","libfuse/libfuse","https://github.com/libfuse/libfuse.git","","","208234","0","289445","0.00042214","C",""
"svt-av1","aomediacodec/svt-av1","https://github.com/aomediacodec/svt-av1.git","","git,github","20428","402269","430663","0.00042085","C","bsd-3-clause"
"lame","","https://salsa.debian.org/multimedia-team/lame.git","git","","129488","253156","433144","0.00041722","C","lgpl-2.0-or-later"
"cjson","DaveGamble/cJSON","https://github.com/davegamble/cjson.git","","","57800","333518","413860","0.00041405","C","mit"
"libxmu","","https://gitlab.freedesktop.org/xorg/lib/libxmu.git","","git","222094","23376","332086","0.00041227","C","mit"
"apr-util","apache/apr-util","https://github.com/apache/apr-util.git","","git,github","118195","316817","481108","0.00041183","C","apache-2.0"
"glog","google/glog","https://github.com/google/glog.git","","","1383","184386","186308","0.00041023","C","bsd-3-clause"
"libssh","","https://git.libssh.org/projects/libssh.git","","","58995","405225","487228","0.00040941","C","lgpl-2.1-or-later"
"fbthrift","facebook/fbthrift","https://github.com/facebook/fbthrift.git","","","0","453755","453755","0.00040863","C","apache-2.0"
"gflags","gflags/gflags","https://github.com/gflags/gflags.git","","","2145","142983","145964","0.00040546","C","bsd-3-clause"
"gpgme","","","","","138935","166890","360009","0.00040406","C","lgpl-2.1-or-later"
"poppler","freedesktop/poppler","https://github.com/freedesktop/poppler.git","","git,github","110087","342841","495861","0.00040385","C","gpl-2.0-only"
"libvpx","webmproject/libvpx","https://github.com/webmproject/libvpx.git","","","17182","418166","442048","0.00039861","C","bsd-3-clause"
"argon2","P-H-C/phc-winner-argon2","https://github.com/p-h-c/phc-winner-argon2.git","","","191973","136030","402872","0.00039628","C","apache-2.0"
"lmdb","lmdb/lmdb","https://github.com/lmdb/lmdb.git","","git,github","187935","8428","269657","0.00039279","C","oldap-2.8"
"fb303","facebook/fb303","https://github.com/facebook/fb303.git","","","0","452539","452539","0.00039202","C","apache-2.0"
"libde265","strukturag/libde265","https://github.com/strukturag/libde265.git","","","131579","292972","475866","0.00039175","C","lgpl-3.0-or-later"
"libpsl","rockdaboot/libpsl","https://github.com/rockdaboot/libpsl.git","","","192261","65530","332772","0.00039161","C","mit"
"opencl-headers","khronosgroup/opencl-headers","https://github.com/khronosgroup/opencl-headers.git","","git,github","3728","0","5181","0.00038826","C",""
"opencl-clhpp","KhronosGroup/OpenCL-CLHPP","https://github.com/khronosgroup/opencl-clhpp.git","","","3442","0","4784","0.00038823","C",""
"python:dbus-python","","https://gitlab.freedesktop.org/dbus/dbus-python.git","","git","142986","0","198750","0.00038772","C",""
"wayland","","https://gitlab.freedesktop.org/wayland/wayland.git","","","139992","16833","211421","0.00038722","C","mit"
"grep","","","","","230112","91840","411695","0.00038676","C","gpl-3.0-or-later"
"npth","","","","","174453","215565","458054","0.00038672","C","lgpl-2.1-or-later"
"libnsl","thkukuk/libnsl","https://github.com/thkukuk/libnsl.git","","","140473","125032","320289","0.00038671","C","lgpl-2.1-or-later"
"unzip","madler/unzip","https://github.com/madler/unzip.git","","","178330","260077","507955","0.00038348","C","info-zip"
"lua","lua/lua","https://github.com/lua/lua.git","","","114230","236781","395560","0.00038314","C","mit"
"s-lang","","","","","229888","35811","355355","0.00038231","C","gpl-2.0-or-later"
"libtheora","xiph/theora","https://github.com/xiph/theora.git","","git,github","128806","265951","444991","0.00037812","C",""
"opencore-amr","","https://salsa.debian.org/multimedia-team/opencore-amr.git","git","","112135","313468","469335","0.00037539","C","apache-2.0"
"libb2","BLAKE2/libb2","https://github.com/blake2/libb2.git","","","29584","348950","390071","0.00037298","C","cc0-1.0"
"zeromq","zeromq/libzmq","https://github.com/zeromq/libzmq.git","","","120407","305864","473229","0.00037264","C","mpl-2.0"
"gstreamer","gstreamer/gstreamer","https://github.com/gstreamer/gstreamer.git","","git,github","136124","108670","297882","0.00037207","C","lgpl-2.0-or-later and lgpl-2.1-or-later and mit"
"wangle","facebook/wangle","https://github.com/facebook/wangle.git","","","0","440946","440946","0.00037090","C","apache-2.0"
"numactl","numactl/numactl","https://github.com/numactl/numactl.git","","","168649","0","234422","0.00037076","C",""
"protobuf-c","protobuf-c/protobuf-c","https://github.com/protobuf-c/protobuf-c.git","","","190335","57921","322486","0.00037021","C","bsd-2-clause"
"libzip","nih-at/libzip","https://github.com/nih-at/libzip.git","","","8339","388245","399836","0.00036963","C","bsd-3-clause"
"cyrus-sasl","cyrusimap/cyrus-sasl","https://github.com/cyrusimap/cyrus-sasl.git","","","228407","32697","350182","0.00036579","C","bsd-3-clause-attribution"
"nvm","nvm-sh/nvm","https://github.com/nvm-sh/nvm.git","","","0","481434","481434","0.00036278","C","mit"
"libpciaccess","","https://gitlab.freedesktop.org/xorg/lib/libpciaccess.git","","git","147161","12584","217137","0.00035635","C","mit"
"x264","mirror/x264","https://github.com/mirror/x264.git","","git,github","56474","353427","431925","0.00034953","C","gpl-2.0-or-later"
"libxrandr","","https://gitlab.freedesktop.org/xorg/lib/libxrandr.git","","git","157731","52743","271989","0.00034921","C","mit"
"qemu","qemu/qemu","https://github.com/qemu/qemu.git","","git,github","24781","428950","463395","0.00034919","C","gpl-2.0-only"
"fftw","fftw/fftw3","https://github.com/fftw/fftw3.git","","git,github","134404","78727","265548","0.00034904","C","gpl-2.0-or-later and bsd-2-clause"
"libxslt","gnome/libxslt","https://github.com/gnome/libxslt.git","","git,github","175873","56911","301374","0.00034829","C","x11"
"python:numpy","numpy/numpy","https://github.com/numpy/numpy.git","","git,github","0","440092","440092","0.00034756","C",""
"zimg-image-processing","sekrit-twc/zimg","https://github.com/sekrit-twc/zimg.git","","","58033","364072","444737","0.00034632","C",""
"sed","","","","","230119","135455","455320","0.00034310","C",""
"file","file/file","https://github.com/file/file.git","","","226452","71507","386275","0.00034002","C",""
"redis","redis/redis","https://github.com/redis/redis.git","","git,github","9279","430610","443507","0.00033420","C","agpl-3.0-only and bsd-2-clause and bsl-1.0 and mit and (cc0-1.0 or bsd-2-clause)"
"libcbor","PJK/libcbor","https://github.com/pjk/libcbor.git","","","19358","295006","321913","0.00033398","C","mit"
"libdrm","","https://gitlab.freedesktop.org/mesa/drm.git","","","161722","15776","240569","0.00033336","C","mit"
"json-c","json-c/json-c","https://github.com/json-c/json-c.git","","","150500","72181","281376","0.00033294","C","mit"
"pulseaudio","","https://gitlab.freedesktop.org/pulseaudio/pulseaudio.git","","git","134016","19346","205628","0.00033288","C","gpl-2.0-or-later and lgpl-2.1-or-later and bsd-3-clause"
"openmpi","open-mpi/ompi","https://github.com/open-mpi/ompi.git","","git,github","9785","162350","175951","0.00033259","C",""
"sysprof","gnome/sysprof","https://github.com/gnome/sysprof.git","","git,github","3629","0","5044","0.00033232","C",""
"cups","OpenPrinting/cups","https://github.com/openprinting/cups.git","","","161968","55791","280926","0.00032589","C","apache-2.0"
"aspell","gnuaspell/aspell","https://github.com/gnuaspell/aspell.git","","","152665","169848","382052","0.00032493","C","lgpl-2.1-only"
"openssh","openssh/openssh-portable","https://github.com/openssh/openssh-portable.git","","","229442","72811","391735","0.00032452","C","ssh-openssh"
"shadow","shadow-maint/shadow","https://github.com/shadow-maint/shadow.git","","","230127","0","319876","0.00032386","C",""
"libidn","","https://git.savannah.gnu.org/git/libidn.git","","","64490","293129","382770","0.00031923","C","gpl-2.0-or-later or lgpl-3.0-or-later"
"soxr","dofuuz/soxr","https://github.com/dofuuz/soxr.git","","","123067","225611","396674","0.00031825","C",""
"libxtst","","https://gitlab.freedesktop.org/xorg/lib/libxtst.git","","git","148777","88422","295222","0.00031594","C","mit"
"lerc","Esri/lerc","https://github.com/esri/lerc.git","","","86936","17873","138714","0.00031576","C",""
"libraw","libraw/libraw","https://github.com/libraw/libraw.git","","","14722","362567","383030","0.00031389","C","lgpl-2.1-only or cddl-1.0"
"libnl","thom311/libnl","https://github.com/thom311/libnl.git","","","166036","0","230790","0.00031202","C",""
"cdebconf","","https://salsa.debian.org/installer-team/cdebconf.git","git","","222627","0","309451","0.00031181","C",""
"frei0r","dyne/frei0r","https://github.com/dyne/frei0r.git","","","0","398792","398792","0.00031170","C","gpl-2.0-or-later"
"apparmor","","https://gitlab.com/apparmor/apparmor.git","","git","214358","0","297957","0.00031090","C",""
"utf8proc","JuliaStrings/utf8proc","https://github.com/juliastrings/utf8proc.git","","","3246","296469","300980","0.00031036","C","mit and unicode-dfs-2015"
"libunibreak","adah1972/libunibreak","https://github.com/adah1972/libunibreak.git","","","14867","288566","309231","0.00030832","C","zlib"
"xvidcore","","https://salsa.debian.org/multimedia-team/xvidcore.git","git","","127195","216748","393549","0.00030793","C",""
"rust","rust-lang/rust","https://github.com/rust-lang/rust.git","","git,github","417","402215","402794","0.00030352","C","apache-2.0 or mit"
"jbig2dec","ArtifexSoftware/jbig2dec","https://github.com/artifexsoftware/jbig2dec.git","","","138172","179523","371582","0.00030346","C","agpl-3.0-or-later"
"vid.stab","georgmartius/vid","https://github.com/georgmartius/vid.stab.git","","","109854","233488","386185","0.00030220","C",""
"neovim","neovim/neovim","https://github.com/neovim/neovim.git","","","0","399934","399934","0.00030136","C","apache-2.0"
"tree-sitter","tree-sitter/tree-sitter","https://github.com/tree-sitter/tree-sitter.git","","","1853","301452","304027","0.00029902","C","mit"
"cocoapods","CocoaPods/CocoaPods","https://github.com/cocoapods/cocoapods.git","","","0","396699","396699","0.00029893","C","mit"
"libnfnetlink","","https://git.netfilter.org/libnfnetlink","","","204930","0","284852","0.00029788","C",""
"luajit","LuaJIT/LuaJIT","https://github.com/luajit/luajit.git","","","0","347785","347785","0.00029762","C","mit"
"lvm2","lvmteam/lvm2","https://github.com/lvmteam/lvm2.git","","git,github","229772","0","319383","0.00029749","C",""
"json-glib","gnome/json-glib","https://github.com/gnome/json-glib.git","","git,github","131588","52447","235354","0.00029625","C","lgpl-2.1-or-later"
"libraw1394","","https://git.kernel.org/pub/scm/libs/ieee1394/libraw1394.git","","git","124201","0","172639","0.00029486","C",""
"hwloc","open-mpi/hwloc","https://github.com/open-mpi/hwloc.git","","","26078","233406","269654","0.00029398","C","bsd-3-clause"
"pinentry","","","","","0","334378","334378","0.00029353","C","gpl-2.0-only"
"tree-steve-baker","Old-Man-Programmer/tree","https://github.com/old-man-programmer/tree.git","","","41564","320156","377929","0.00028478","C",""
"cron","vixie/cron","https://github.com/vixie/cron.git","","git,github","229394","0","318857","0.00028344","C",""
"libunwind","libunwind/libunwind","https://github.com/libunwind/libunwind.git","","","132051","18881","202431","0.00028175","C","mit"
"dconf","gnome/dconf","https://github.com/gnome/dconf.git","","git,github","139116","0","193371","0.00027997","C",""
"xorg-server","","https://gitlab.freedesktop.org/xorg/xserver.git","","git","110987","14615","168886","0.00027949","C","mit and apsl-2.0"
"base-passwd","","https://salsa.debian.org/debian/base-passwd.git","git","","230115","0","319859","0.00027719","C",""
"pciutils","","https://git.kernel.org/pub/scm/utils/pciutils/pciutils.git/","","git","228559","0","317697","0.00027659","C",""
"ninja","ninja-build/ninja","https://github.com/ninja-build/ninja.git","","","0","296268","296268","0.00027390","C","apache-2.0"
"libxpm","","https://gitlab.freedesktop.org/xorg/lib/libxpm.git","","git","178004","14284","261709","0.00027341","C","mit"
"sysvinit","slicer69/sysvinit","https://github.com/slicer69/sysvinit.git","","","230102","0","319841","0.00027316","C",""
"tmux","tmux/tmux","https://github.com/tmux/tmux.git","","","33855","313602","360660","0.00027177","C","isc"
"rbenv","rbenv/rbenv","https://github.com/rbenv/rbenv.git","","","0","359313","359313","0.00027076","C","mit"
"mariadb","mariadb/server","https://github.com/mariadb/server.git","","","104704","84311","229849","0.00027060","C","gpl-2.0-only"
"diffutils","","","","","229327","27023","345787","0.00027014","C","gpl-3.0-or-later"
"groff","","","","","220542","17499","324052","0.00026947","C","gpl-3.0-or-later"
"findutils","","","","","230114","33890","353748","0.00026656","C","gpl-3.0-or-later"
"newt-tui","","https://pagure.io/newt","","","229580","0","319116","0.00026655","C",""
"nano","","","","","225439","39881","353241","0.00026618","C","gpl-3.0-or-later"
"openjph","aous72/OpenJPH","https://github.com/aous72/openjph.git","","","5","202308","202314","0.00026523","C","bsd-2-clause"
"libpthread-stubs","","https://gitlab.freedesktop.org/xorg/lib/pthread-stubs.git","","git","40045","295982","351644","0.00026498","C","mit"
"psmisc","","https://gitlab.com/psmisc/psmisc.git","","","180663","0","251121","0.00026454","C",""
"libsemanage","selinuxproject/selinux","https://github.com/selinuxproject/selinux.git","","git,github","227595","0","316357","0.00026344","C",""
