repo,repo_id,total_commits_lifetime,total_contributors_lifetime,active_contributors,hhi_commits_lifetime,bf_commits_lifetime,concentration_fetched_at,loc_2025_eoy,sloc_2025_eoy,scc_complexity_2025_eoy,scc_density_2025_eoy,cognitive_total,cognitive_avg,cognitive_max,loc_year,churn_5y_total,hotspot_raw,hotspot_log,hotspot_percentile,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,sast_findings_total,sast_findings_error,sast_findings_security,bestpractices_badge_id,security_fetched_at,github_sponsors,funding_class,has_funding_yml,funding_yml_platforms,has_funding_json,foundation_host,funding_fetched_at,stars,forks,watchers,visibility_fetched_at,repo_age_years_2025_eoy,active_contributors,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,loc_per_ac,cve_per_ac,nni_per_ac,loc_per_ac_pctl,cve_per_ac_pctl,nni_per_ac_pctl,workload_burden_percentile,workload_class,workload_fetched_at
sindresorhus/figures,21672939,129,12,11,3908,2,2026-04-27T23:50:20+00:00,356,332,4,1.2,6,0.55,3,2024,1139,4556,2.1367,26.95,3.9,openssf_local,0,False,0,0,0,,2026-04-27T18:06:59+01:00,184,D,False,,False,,2026-04-28T00:15:55+00:00,624,23,9,2026-04-27T13:18:34Z,11.5,11,0,True,4,2024-10-28T05:10:30Z,17,17,1.0,0,-2.8,-2.7,0.0294,32.3636,0.0,0.0,16.52,39.03,27.49,26.07,D,2026-04-27T13:18:34Z
sindresorhus/file-type,19105307,640,119,111,2704,2,2026-04-27T23:50:22+00:00,3510,2931,322,10.99,567,4.54,411,2025,9409,3029698,9.9705,63.53,4,openssf_local,1,False,0,0,0,,2026-04-27T21:51:38+01:00,184,D,False,,False,,2026-04-28T00:15:55+00:00,4270,395,29,2026-04-27T13:18:34Z,11.7,111,10,True,5,2026-04-09T15:24:14Z,189,196,1.037,-7,-5.4,-1.5,0.1032,31.6216,0.009,-0.0631,15.85,82.81,15.51,27.3,D,2026-04-27T13:18:34Z
sindresorhus/find-cache-directory,48783244,54,14,14,2743,2,2026-05-17T23:35:37+00:00,131,102,10,9.8,12,0.86,7,2025,245,2450,2.4899,29.82,4.5,openssf_local,0,False,0,0,0,,2026-05-18T00:38:26+01:00,192,D,False,,False,,2026-05-17T23:35:56+00:00,162,24,1,2026-04-27T13:03:17Z,10.0,14,,True,5,2025-04-08T15:25:25Z,5,5,1.0,0,0.0,0.5,0.5,9.3571,0.0,0.0,5.1,39.03,27.49,17.62,D,2026-04-27T13:03:17Z
sindresorhus/find-up,41723004,78,17,17,4875,1,2026-04-27T23:50:26+00:00,1337,1070,49,4.58,104,0.37,18,2025,3289,161161,5.9756,47.13,4,openssf_local,0,False,0,0,0,,2026-04-27T15:05:29+01:00,184,D,False,,False,,2026-04-28T00:15:56+00:00,638,48,9,2026-04-27T13:18:34Z,10.3,17,0,True,4,2025-09-16T01:16:42Z,14,16,1.143,-2,-0.8,-0.7,0.0357,78.6471,0.0,-0.1176,38.69,39.03,11.7,26.05,D,2026-04-27T13:18:34Z
sindresorhus/find-up-simple,714044439,7,2,2,5918,1,2026-04-27T23:50:27+00:00,498,328,18,5.49,1,0.02,1,2025,588,10584,3.5423,35.55,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:08:30+01:00,184,D,False,,False,,2026-04-28T00:15:56+00:00,84,4,1,2026-04-27T13:18:34Z,2.2,2,0,True,2,2025-06-05T18:47:14Z,3,3,1.0,0,0.5,0.6,,249.0,0.0,0.0,67.25,39.03,27.49,41.63,C,2026-04-27T13:18:34Z
sindresorhus/get-east-asian-width,711160838,24,4,3,4253,1,2026-04-27T23:50:29+00:00,594,541,528,97.60,308,14.67,151,2025,5192,2741376,10.1188,64.56,4.4,openssf_local,0,False,0,0,0,,2026-04-27T14:56:11+01:00,184,D,False,,False,,2026-04-28T00:15:57+00:00,46,9,1,2026-04-27T13:18:34Z,2.2,3,2,True,3,2026-02-18T16:34:54Z,1,1,1.0,0,0.0,0.0,,198.0,0.0,0.0,61.76,39.03,27.49,40.47,C,2026-04-27T13:18:34Z
sindresorhus/get-stream,44264225,124,17,16,3674,1,2026-04-27T23:50:32+00:00,1757,1445,32,2.21,56,0.32,9,2024,5230,167360,5.6467,45.53,4,openssf_local,0,False,0,0,0,,2026-04-27T21:51:47+01:00,184,D,False,,False,,2026-04-28T00:15:57+00:00,359,31,9,2026-04-27T13:18:34Z,10.2,16,0,True,4,2024-10-28T05:15:33Z,20,23,1.15,-3,-0.1,0.4,0.125,109.8125,0.0,-0.1875,46.3,39.03,8.68,25.03,D,2026-04-27T13:18:34Z
sindresorhus/globals,15186239,427,102,94,2367,2,2026-04-27T23:50:33+00:00,4566,4241,88,2.07,112,0.88,12,2025,9074,798512,7.7154,56.42,4.8,openssf_local,0,False,0,0,0,,2026-04-27T15:53:02+01:00,184,D,False,,False,,2026-04-28T00:15:58+00:00,579,132,9,2026-04-27T13:18:34Z,12.0,94,5,True,5,2026-04-12T05:40:14Z,37,36,0.973,1,3.1,3.3,0.027,48.5745,0.0,0.0106,26.82,39.03,36.67,33.73,C,2026-04-27T13:18:34Z
sindresorhus/globby,21069494,262,50,47,3484,1,2026-04-27T23:50:36+00:00,5123,3733,191,5.12,234,0.54,17,2025,9717,1855947,9.1048,60.44,4.2,openssf_local,0,False,0,0,0,,2026-04-27T16:07:58+01:00,184,D,False,,False,,2026-04-28T00:15:58+00:00,2641,135,22,2026-04-27T13:18:34Z,11.5,47,4,True,5,2026-03-27T17:29:28Z,53,75,1.415,-22,-3.8,4.3,0.7642,109.0,0.0,-0.4681,46.08,39.03,3.75,18.9,D,2026-04-27T13:18:34Z
sindresorhus/has-flag,38718671,22,7,7,5413,1,2026-04-27T23:50:40+00:00,29,26,2,7.69,4,1.33,4,2021,20,40,0.6309,15.94,3.9,openssf_local,0,False,0,0,0,,2026-04-27T14:56:41+01:00,184,D,False,,False,,2026-04-28T00:15:59+00:00,96,21,6,2026-04-27T13:18:34Z,10.5,7,0,True,1,2021-07-19T17:30:58Z,0,0,,0,,,,4.1429,0.0,0.0,2.18,39.03,27.49,13.28,D,2026-04-27T13:18:34Z
sindresorhus/import-fresh,22020904,37,8,8,6216,1,2026-04-27T23:50:45+00:00,133,103,8,7.77,9,0.64,9,2025,3,24,0.5745,15.71,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:09:15+01:00,184,D,False,,False,,2026-04-28T00:15:59+00:00,285,26,6,2026-04-27T13:18:34Z,11.5,8,1,True,2,2026-02-25T08:03:41Z,9,3,0.333,6,-0.4,0.6,0.5556,16.625,0.0,0.75,8.45,39.03,83.71,30.23,C,2026-04-27T13:18:34Z
sindresorhus/import-local,90292430,30,8,8,5489,1,2026-04-27T23:50:47+00:00,143,120,9,7.5,4,0.57,4,2024,48,432,1.6902,22.59,3.9,openssf_local,0,False,3,0,3,,2026-04-27T18:07:06+01:00,184,D,False,,False,,2026-04-28T00:15:59+00:00,153,13,5,2026-04-27T13:18:34Z,8.7,8,0,True,3,2024-07-22T10:56:51Z,3,2,0.667,1,-0.1,-0.2,,17.875,0.0,0.125,9.13,39.03,47.93,25.75,D,2026-04-27T13:18:34Z
sindresorhus/indent-string,20576837,50,11,9,6128,1,2026-04-27T23:50:49+00:00,114,95,5,5.26,7,0.41,7,2022,87,435,1.5131,21.10,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:09:14+01:00,184,D,False,,False,,2026-04-28T00:16:00+00:00,116,16,5,2026-04-27T13:18:34Z,11.6,9,0,True,2,2022-06-05T07:44:39Z,3,3,1.0,0,-0.4,-0.4,,12.6667,0.0,0.0,7.11,39.03,27.49,19.69,D,2026-04-27T13:18:34Z
sindresorhus/is-binary-path,29771247,22,6,6,4463,1,2026-04-27T23:50:50+00:00,18,15,0,0,0,0,0,2024,21,0,0.0000,7.28,3.8,openssf_local,0,False,0,0,0,,2026-04-27T21:51:55+01:00,184,D,False,,False,,2026-04-28T00:16:00+00:00,49,9,5,2026-04-27T13:18:34Z,10.9,6,0,True,2,2024-04-30T16:50:28Z,0,0,,0,,,,3.0,0.0,0.0,1.4,39.03,27.49,11.45,D,2026-04-27T13:18:34Z
sindresorhus/is-docker,33590534,31,7,6,6556,1,2026-04-27T23:50:52+00:00,149,124,8,6.45,12,0.6,4,2025,243,1944,2.2781,27.98,3.9,openssf_local,0,False,0,0,0,,2026-04-27T18:07:11+01:00,184,D,False,,False,,2026-04-28T00:16:00+00:00,233,15,4,2026-04-27T13:18:34Z,10.7,6,0,True,3,2025-09-15T21:04:10Z,7,8,1.143,-1,-0.5,-0.2,0.2143,24.8333,0.0,-0.1667,12.82,39.03,9.46,16.79,D,2026-04-27T13:18:34Z
sindresorhus/is-fullwidth-code-point,39222301,26,9,9,4438,1,2026-04-27T23:50:54+00:00,29,25,2,8.00,2,0.67,2,2025,62,124,0.8585,17.32,4.1,openssf_local,0,False,0,0,0,,2026-04-27T15:06:53+01:00,184,D,False,,False,,2026-04-28T00:16:01+00:00,51,15,6,2026-04-27T13:18:34Z,10.5,9,0,True,3,2025-08-31T07:37:06Z,3,3,1.0,0,-0.3,0.1,,3.2222,0.0,0.0,1.51,39.03,27.49,11.75,D,2026-04-27T13:18:34Z
sindresorhus/is-inside-container,601943060,3,1,1,10000,1,2026-04-27T23:50:57+00:00,44,34,2,5.88,3,0.6,2,2023,57,114,0.8414,17.09,3.6,openssf_local,0,False,0,0,0,,2026-04-27T16:10:11+01:00,184,D,False,,False,,2026-04-28T00:16:01+00:00,76,2,1,2026-04-27T13:18:34Z,2.9,1,0,True,1,2023-10-27T18:36:38Z,1,1,1.0,0,0.1,0.1,,44.0,0.0,0.0,23.68,39.03,27.49,29.4,D,2026-04-27T13:18:34Z
sindresorhus/is-path-inside,21054113,33,8,8,5023,1,2026-04-27T23:50:58+00:00,159,146,0,0.00,2,0.5,2,2025,179,0,0.0000,7.28,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:10:19+01:00,184,D,False,,False,,2026-04-28T00:16:01+00:00,40,15,4,2026-04-27T13:18:34Z,11.5,8,0,True,2,2025-09-11T10:29:29Z,0,2,,-2,,,,19.875,0.0,-0.25,10.13,39.03,6.72,13.85,D,2026-04-27T13:18:34Z
sindresorhus/is-plain-obj,38923193,29,7,7,4078,1,2026-04-27T23:51:01+00:00,121,102,9,8.82,9,0.82,5,2024,106,954,2.0294,25.46,3.8,openssf_local,0,False,0,0,0,,2026-04-27T16:05:38+01:00,184,D,False,,False,,2026-04-28T00:16:02+00:00,104,9,6,2026-04-27T13:18:34Z,10.5,7,0,True,3,2024-05-04T18:51:15Z,1,3,3.0,-2,-0.1,-0.3,,17.2857,0.0,-0.2857,8.9,39.03,5.32,12.27,D,2026-04-27T13:18:34Z
sindresorhus/is-stream,29436825,33,6,6,5923,1,2026-04-27T23:51:04+00:00,233,213,29,13.62,12,0.75,4,2024,529,15341,4.0241,38.07,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:06:11+01:00,184,D,False,,False,,2026-04-28T00:16:02+00:00,116,22,6,2026-04-27T13:18:34Z,11.0,6,0,True,2,2024-10-28T05:10:46Z,2,4,2.0,-2,-0.4,-0.2,,38.8333,0.0,-0.3333,20.1,39.03,4.42,15.14,D,2026-04-27T13:18:34Z
sindresorhus/is-unicode-supported,348660847,20,5,4,5775,1,2026-04-27T23:51:07+00:00,49,40,10,25,3,0.75,3,2024,119,1190,2.1652,27.29,3.9,openssf_local,0,False,0,0,0,,2026-04-27T21:52:00+01:00,184,D,False,,False,,2026-04-28T00:16:03+00:00,86,9,4,2026-04-27T13:18:34Z,4.8,4,0,True,4,2024-09-09T06:26:07Z,2,2,1.0,0,-0.1,-0.1,,12.25,0.0,0.0,7.0,39.03,27.49,19.58,D,2026-04-27T13:18:34Z
sindresorhus/is-wsl,88415331,25,7,7,5872,1,2026-04-27T23:51:09+00:00,129,97,3,3.09,7,0.5,7,2023,85,255,1.1647,19.61,4.1,openssf_local,0,False,0,0,0,,2026-04-27T18:07:17+01:00,184,D,False,,False,,2026-04-28T00:16:03+00:00,198,10,7,2026-04-27T13:18:34Z,8.7,7,2,True,1,2026-02-15T08:45:05Z,3,2,0.667,1,0.1,-0.1,,18.4286,0.0,0.1429,9.46,39.03,49.55,26.35,D,2026-04-27T13:18:34Z
sindresorhus/leven,22794601,40,8,8,5738,1,2026-04-27T23:51:11+00:00,392,269,37,13.75,75,3.95,42,2025,570,21090,4.3549,40.25,3.9,openssf_local,0,False,0,0,0,,2026-04-27T18:07:19+01:00,184,D,False,,False,,2026-04-28T00:16:04+00:00,733,31,12,2026-04-27T13:18:34Z,11.4,8,0,True,2,2025-09-11T12:27:54Z,3,5,1.667,-2,0.1,0.1,,49.0,0.0,-0.25,27.32,39.03,6.72,19.28,D,2026-04-27T13:18:34Z
sindresorhus/locate-path,74266248,32,8,8,5723,1,2026-04-27T23:51:13+00:00,211,174,8,4.60,9,0.9,3,2025,367,2936,2.4484,29.59,3.9,openssf_local,0,False,0,0,0,,2026-04-27T14:57:20+01:00,184,D,False,,False,,2026-04-28T00:16:04+00:00,64,17,3,2026-04-27T13:18:34Z,9.1,8,0,True,4,2025-09-15T23:17:42Z,2,2,1.0,0,-0.4,-0.4,,26.375,0.0,0.0,14.05,39.03,27.49,24.7,D,2026-04-27T13:18:34Z
sindresorhus/log-symbols,21673868,47,13,13,4224,1,2026-04-27T23:51:16+00:00,54,47,8,17.02,8,2.67,4,2025,142,1136,2.0567,25.80,3.8,openssf_local,0,False,0,0,0,,2026-04-27T21:52:03+01:00,184,D,False,,False,,2026-04-28T00:16:04+00:00,769,34,6,2026-04-27T13:18:34Z,11.5,13,0,True,4,2025-05-21T13:47:41Z,1,5,5.0,-4,0.2,-1.0,,4.1538,0.0,-0.3077,2.3,39.03,4.87,7.59,D,2026-04-27T13:18:34Z
sindresorhus/lowercase-keys,29769737,21,3,3,8231,1,2026-04-27T23:51:19+00:00,15,13,0,0,0,0,0,2021,27,0,0.0000,7.28,4.2,openssf_local,0,False,0,0,0,,2026-04-27T18:07:22+01:00,184,D,False,,False,,2026-04-28T00:16:05+00:00,41,11,4,2026-04-27T13:18:34Z,10.9,3,4,True,1,2026-02-02T18:45:35Z,2,1,0.5,1,0.2,-0.2,,5.0,0.0,0.3333,2.97,39.03,66.18,19.72,D,2026-04-27T13:18:34Z
sindresorhus/make-dir,90776169,60,11,11,4822,1,2026-04-27T23:47:53+00:00,565,473,13,2.75,37,0.67,10,2025,438,5694,3.0286,32.57,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:53:39+01:00,184,D,False,,False,,2026-04-28T00:16:05+00:00,479,24,9,2026-04-27T13:18:34Z,8.6,11,0,True,4,2025-09-10T18:24:39Z,9,12,1.333,-3,-0.6,0.0,0.3333,51.3636,0.0,-0.2727,28.05,39.03,5.66,18.36,D,2026-04-27T13:18:34Z
sindresorhus/meow,25121561,208,45,43,3689,1,2026-04-27T23:47:55+00:00,2318,2004,101,5.04,140,1.94,22,2025,9595,969095,7.9984,57.34,4.8,openssf_local,0,False,0,0,0,,2026-04-27T21:52:03+01:00,184,D,False,,False,,2026-04-28T00:16:06+00:00,3709,153,20,2026-04-27T13:18:34Z,11.2,43,10,True,5,2026-02-20T10:30:43Z,41,50,1.22,-9,-4.8,-3.0,0.2195,53.907,0.0,-0.2093,29.17,39.03,8.01,20.89,D,2026-04-27T13:18:34Z
sindresorhus/mimic-function,71381729,51,11,10,3291,2,2026-04-27T23:47:58+00:00,312,233,16,6.87,14,0.23,6,2024,167,2672,2.7381,31.08,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:53:36+01:00,184,D,False,,False,,2026-04-28T00:16:07+00:00,96,19,6,2026-04-27T13:18:34Z,9.2,10,0,True,4,2024-10-28T05:10:20Z,4,4,1.0,0,0.1,0.1,,31.2,0.0,0.0,15.62,39.03,27.49,25.59,D,2026-04-27T13:18:34Z
sindresorhus/mimic-response,93189529,22,6,6,5455,1,2026-04-27T23:47:59+00:00,239,185,9,4.86,14,0.7,8,2023,98,882,1.9956,25.00,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:08:53+01:00,184,D,False,,False,,2026-04-28T00:16:07+00:00,61,11,4,2026-04-27T13:18:34Z,8.6,6,0,True,2,2023-11-05T20:41:53Z,0,0,,0,,,,39.8333,0.0,0.0,20.44,39.03,27.49,27.99,D,2026-04-27T13:18:34Z
sindresorhus/node-defaults,7985040,22,5,4,3554,1,2026-04-27T23:48:00+00:00,197,147,19,12.93,17,1.21,12,2023,267,5073,3.1591,33.26,3.8,openssf_local,0,False,0,0,0,,2026-04-27T18:07:31+01:00,184,D,False,,False,,2026-04-28T00:16:08+00:00,76,7,1,2026-04-27T13:18:34Z,12.9,4,0,True,2,2023-10-18T10:12:27Z,3,4,1.333,-1,-0.1,-0.1,,49.25,0.0,-0.25,27.49,39.03,6.72,19.32,D,2026-04-27T13:18:34Z
sindresorhus/normalize-url,29094022,181,45,43,4357,1,2026-04-27T23:48:02+00:00,872,658,70,10.64,44,0.85,21,2025,1133,79310,5.6549,45.76,4.2,openssf_local,1,False,0,0,0,,2026-04-27T21:52:03+01:00,184,D,False,,False,,2026-04-28T00:16:08+00:00,873,123,12,2026-04-27T13:18:34Z,11.0,43,5,True,5,2026-02-19T21:06:38Z,38,40,1.053,-2,-3.8,-3.0,0.1053,20.2791,0.0233,-0.0465,10.58,87.85,16.74,24.97,D,2026-04-27T13:18:34Z
sindresorhus/npm-run-path,48707028,43,7,7,4354,1,2026-04-27T23:48:03+00:00,222,190,6,3.16,8,0.38,4,2024,595,3570,2.3454,28.78,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:08:35+01:00,184,D,False,,False,,2026-04-28T00:16:08+00:00,108,10,6,2026-04-27T13:18:34Z,10.0,7,0,True,4,2024-10-28T05:10:35Z,3,3,1.0,0,-0.2,-0.2,,31.7143,0.0,0.0,15.96,39.03,27.49,25.77,D,2026-04-27T13:18:34Z
sindresorhus/object-assign,16457190,67,14,13,5208,1,2026-04-27T23:48:05+00:00,290,234,15,6.41,13,0.33,11,2023,0,0,0.0000,7.28,3.9,openssf_local,0,False,0,0,0,,2026-04-27T16:07:01+01:00,184,D,False,,False,,2026-04-28T00:16:09+00:00,919,75,19,2026-04-27T13:18:34Z,11.9,13,0,False,2,2023-11-05T18:16:06Z,0,0,,0,,,,22.3077,0.0,0.0,11.59,39.03,27.49,23.17,D,2026-04-27T13:18:34Z
sindresorhus/onetime,14847357,50,9,9,6160,1,2026-04-27T23:48:07+00:00,87,67,7,10.45,5,0.29,2,2023,68,476,1.6606,22.36,4.1,openssf_local,0,False,0,0,0,,2026-04-27T18:07:36+01:00,184,D,False,,False,,2026-04-28T00:16:09+00:00,166,15,6,2026-04-27T13:18:35Z,12.1,9,2,True,2,2026-02-02T07:42:23Z,0,0,,0,,,,9.6667,0.0,0.0,5.43,39.03,27.49,17.99,D,2026-04-27T13:18:35Z
sindresorhus/open,18469325,223,57,56,4378,1,2026-04-27T23:48:08+00:00,637,494,71,14.37,81,1.62,55,2025,1804,128084,6.0484,47.48,4.1,openssf_local,0,False,7,0,7,,2026-04-27T21:52:07+01:00,184,D,False,,False,,2026-04-28T00:16:09+00:00,3470,248,30,2026-04-27T13:18:35Z,11.7,56,0,True,5,2025-11-15T08:22:56Z,90,116,1.289,-26,-5.0,5.7,0.5944,11.375,0.0,-0.4643,6.1,39.03,3.86,9.73,D,2026-04-27T13:18:35Z
sindresorhus/p-limit,71542716,76,18,17,5663,1,2026-04-27T23:48:09+00:00,891,634,24,3.79,23,0.16,3,2025,1006,24144,4.1981,38.99,4.7,openssf_local,0,False,0,0,0,,2026-04-27T14:54:55+01:00,184,D,False,,False,,2026-04-28T00:16:10+00:00,2846,131,13,2026-04-27T13:18:35Z,9.2,17,9,True,4,2026-02-03T16:02:24Z,38,34,0.895,4,0.1,0.6,0.0658,52.4118,0.0,0.2353,28.16,39.03,58.34,40.03,C,2026-04-27T13:18:35Z
sindresorhus/p-locate,74265632,27,6,6,6159,1,2026-04-27T23:48:10+00:00,124,99,5,5.05,6,0.32,4,2025,132,660,1.6527,22.25,4.1,openssf_local,0,False,0,0,0,,2026-04-27T14:55:40+01:00,184,D,False,,False,,2026-04-28T00:16:10+00:00,79,9,4,2026-04-27T13:18:35Z,9.1,6,2,True,3,2026-02-03T07:57:52Z,1,0,0.0,1,0.2,0.0,,20.6667,0.0,0.1667,10.69,39.03,51.9,27.88,D,2026-04-27T13:18:35Z
sindresorhus/p-map,71526722,69,18,18,3821,1,2026-04-27T23:48:12+00:00,1075,843,62,7.35,90,0.64,19,2025,1384,85808,5.6525,45.64,3.8,openssf_local,0,False,0,0,0,,2026-04-27T21:52:15+01:00,184,D,False,,False,,2026-04-28T00:16:11+00:00,1492,66,14,2026-04-27T13:18:35Z,9.2,18,0,True,5,2026-03-22T08:22:12Z,26,23,0.885,3,-2.6,-2.9,-0.0577,59.7222,0.0,0.1667,31.63,39.03,51.9,40.02,C,2026-04-27T13:18:35Z
sindresorhus/p-try,71534796,17,5,5,5225,1,2026-04-27T23:48:13+00:00,39,33,0,0.00,0,0,0,2025,91,0,0.0000,7.28,3.8,openssf_local,0,False,0,0,0,,2026-04-27T21:52:21+01:00,184,D,False,,False,,2026-04-28T00:16:11+00:00,62,12,4,2026-04-27T13:18:35Z,9.2,5,0,True,2,2025-09-16T02:55:43Z,1,1,1.0,0,0.1,0.2,,7.8,0.0,0.0,4.54,39.03,27.49,16.95,D,2026-04-27T13:18:35Z
sindresorhus/package-directory,41724281,42,9,8,5879,1,2026-05-17T23:35:34+00:00,44,35,2,5.71,2,0.25,1,2025,221,442,1.1195,18.92,4.3,openssf_local,0,False,0,0,0,,2026-05-18T00:38:33+01:00,192,D,False,,False,,2026-05-17T23:35:56+00:00,251,21,5,2026-04-27T13:03:18Z,10.3,8,,True,4,2026-02-01T14:52:22Z,3,2,0.667,1,-0.4,-0.3,,5.5,0.0,0.125,3.47,39.03,47.93,18.66,D,2026-04-27T13:03:18Z
sindresorhus/parent-module,50187748,26,6,6,6598,1,2026-04-27T23:48:14+00:00,101,76,11,14.47,15,1.5,13,2025,127,1397,2.2741,27.87,3.9,openssf_local,0,False,0,0,0,,2026-04-27T18:07:47+01:00,184,D,False,,False,,2026-04-28T00:16:11+00:00,78,10,3,2026-04-27T13:18:35Z,9.9,6,0,True,3,2025-09-15T07:20:47Z,1,1,1.0,0,-0.2,0.2,,16.8333,0.0,0.0,8.57,39.03,27.49,20.95,D,2026-04-27T13:18:35Z
sindresorhus/parse-json,41367145,66,15,15,4504,1,2026-04-27T23:48:16+00:00,339,282,14,4.96,32,1.33,15,2025,796,11144,3.4124,34.63,4.2,openssf_local,0,False,0,0,0,,2026-04-27T15:53:12+01:00,184,D,False,,False,,2026-04-28T00:16:12+00:00,371,38,9,2026-04-27T13:18:35Z,10.4,15,0,True,4,2025-04-09T09:02:05Z,8,8,1.0,0,-0.8,-0.8,0.0,22.6,0.0,0.0,11.7,39.03,27.49,23.24,D,2026-04-27T13:18:35Z
sindresorhus/path-exists,34965664,25,7,6,4832,1,2026-04-27T23:48:18+00:00,36,31,0,0,2,0.33,1,2021,70,0,0.0000,7.28,3.8,openssf_local,0,False,0,0,0,,2026-04-27T15:53:29+01:00,184,D,False,,False,,2026-04-28T00:16:12+00:00,156,20,6,2026-04-27T13:18:35Z,10.7,6,0,True,1,2022-03-03T14:44:23Z,3,3,1.0,0,-0.5,-0.3,,6.0,0.0,0.0,3.86,39.03,27.49,16.06,D,2026-04-27T13:18:35Z
sindresorhus/path-key,48706449,23,6,6,5047,1,2026-04-27T23:48:19+00:00,72,57,4,7.02,4,0.5,2,2025,125,500,1.4681,20.76,3.9,openssf_local,0,False,0,0,0,,2026-04-27T15:06:43+01:00,184,D,False,,False,,2026-04-28T00:16:13+00:00,46,14,3,2026-04-27T13:18:35Z,10.0,6,0,True,3,2025-09-12T15:46:44Z,1,1,1.0,0,-0.2,0.2,,12.0,0.0,0.0,6.83,39.03,27.49,19.42,D,2026-04-27T13:18:35Z
sindresorhus/path-type,41905436,27,7,7,5144,1,2026-04-27T23:48:21+00:00,156,132,6,4.55,6,0.3,3,2024,185,1110,1.9180,24.20,3.8,openssf_local,0,False,0,0,0,,2026-04-27T15:53:02+01:00,184,D,False,,False,,2026-04-28T00:16:14+00:00,80,15,5,2026-04-27T13:18:35Z,10.3,7,0,True,2,2026-02-02T19:08:22Z,2,1,0.5,1,0.0,-0.1,,22.2857,0.0,0.1429,11.48,39.03,49.55,28.1,D,2026-04-27T13:18:35Z
sindresorhus/pify,41585934,69,16,16,4913,1,2026-04-27T23:48:23+00:00,704,551,25,4.54,32,0.3,13,2022,504,12600,3.8251,37.16,3.9,openssf_local,0,False,0,0,0,,2026-04-27T21:52:24+01:00,184,D,False,,False,,2026-04-28T00:16:14+00:00,1510,71,14,2026-04-27T13:18:35Z,10.3,16,0,True,2,2022-09-12T10:11:33Z,1,2,2.0,-1,-0.2,-0.2,,44.0,0.0,-0.0625,23.68,39.03,15.68,24.38,D,2026-04-27T13:18:35Z
sindresorhus/quick-lru,86679721,69,18,16,4696,1,2026-04-27T23:48:26+00:00,2082,1617,81,5.01,45,0.3,9,2025,2320,187920,6.4413,49.43,4.1,openssf_local,0,False,0,0,0,,2026-04-27T21:52:29+01:00,184,D,False,,False,,2026-04-28T00:16:15+00:00,757,59,9,2026-04-27T13:18:35Z,8.8,16,0,True,4,2025-10-10T07:56:07Z,19,21,1.105,-2,-0.6,0.3,0.2368,130.125,0.0,-0.125,51.79,39.03,11.14,28.24,D,2026-04-27T13:18:35Z
sindresorhus/read-package-up,41842429,46,9,8,6857,1,2026-05-17T23:35:34+00:00,57,48,2,4.17,2,0.25,1,2025,385,770,1.2341,19.95,4.2,openssf_local,0,False,0,0,0,,2026-05-18T00:38:34+01:00,192,D,False,,False,,2026-05-17T23:35:54+00:00,268,22,7,2026-04-27T13:03:19Z,10.3,8,,True,4,2025-11-07T18:11:06Z,6,6,1.0,0,-0.4,-0.3,0.0833,7.125,0.0,0.0,4.42,39.03,27.49,16.8,D,2026-04-27T13:03:19Z
sindresorhus/read-pkg,41790094,53,9,9,6931,1,2026-04-27T23:48:26+00:00,148,122,6,4.92,8,0.32,4,2025,536,3216,2.3071,28.21,4,openssf_local,0,False,0,0,0,,2026-04-27T18:08:00+01:00,184,D,False,,False,,2026-04-28T00:16:16+00:00,175,26,5,2026-04-27T13:18:35Z,10.3,9,1,True,4,2026-02-08T14:30:34Z,9,8,0.889,1,-0.4,-0.6,-0.1111,16.4444,0.0,0.1111,8.23,39.03,46.7,24.66,D,2026-04-27T13:18:35Z
sindresorhus/resolve-cwd,47504070,15,4,4,6533,1,2026-04-27T23:48:33+00:00,26,21,0,0,0,0,0,2021,0,0,0.0000,7.28,3.9,openssf_local,0,False,0,0,0,,2026-04-27T21:52:29+01:00,184,D,False,,False,,2026-04-28T00:16:16+00:00,70,9,4,2026-04-27T13:18:35Z,10.1,4,0,True,1,2021-01-23T18:33:02Z,0,0,,0,,,,6.5,0.0,0.0,4.2,39.03,27.49,16.52,D,2026-04-27T13:18:35Z
sindresorhus/resolve-from,22022707,30,7,7,5533,1,2026-04-27T23:48:33+00:00,82,65,7,10.77,9,1,9,2021,0,0,0.0000,7.28,3.9,openssf_local,0,False,2,0,2,,2026-04-27T15:06:54+01:00,184,D,False,,False,,2026-04-28T00:16:17+00:00,145,14,5,2026-04-27T13:18:35Z,11.4,7,0,True,1,2021-01-23T18:33:13Z,1,0,0.0,1,0.0,0.0,,11.7143,0.0,0.1429,6.66,39.03,49.55,23.44,D,2026-04-27T13:18:35Z
