"project","github_repo","debian_sources","homebrew_formulas","debian_avg_downloads","homebrew_avg_downloads","downloads_score","is_cpp","is_oss_fuzz"
"lv2","","lv2","","698","0","970","True","False"
"libdebian-installer","","libdebian-installer","","646","0","897","True","False"
"libopenraw","","libopenraw","","638","0","886","True","False"
"draco-3d-compression","google/draco","draco","","596","0","828","True","True"
"tinycdb","","tinycdb","","537","0","746","True","False"
"libfyaml","pantoniou/libfyaml","","libfyaml","0","744","744","True","False"
"libpanel","","libpanel","","477","0","663","True","False"
"libgnt","","libgnt","","472","0","656","True","False"
"libgepub","","libgepub","","411","0","571","True","False"
"xfsprogs","","xfsprogs","","388","0","539","True","False"
"ffcall","","","libffcall","0","531","531","True","False"
"libtextwrap","","libtextwrap","","340","0","472","True","False"
"ada","ada-url/ada","","ada-url","0","471","471","True","True"
"coin-or-coinutils","coin-or/CoinUtils","coinutils","","258","0","358","True","False"
"coin-or-osi","coin-or/Osi","coinor-osi","","252","0","350","True","False"
"libdex","","libdex","","250","0","347","True","False"
"clp","","clp","","247","0","343","True","False"
"coin-or-cbc","coin-or/cbc","coinor-cbc","","239","0","332","True","False"
"coin-or-cgl","","coinor-cgl","","233","0","323","True","False"
"czmq","","czmq","","115","0","159","True","False"
"ixion","","libixion","","99","0","137","True","False"
"wpewebkit","","wpewebkit","","98","0","136","True","False"
"zlib-ng","zlib-ng/zlib-ng","","zlib-ng-compat","0","124","124","True","True"
"lua:expat","lunarmodules/luaexpat","lua-expat","","69","0","95","True","False"
"lua:bitop","","lua-bitop","","56","0","77","True","False"
"intelrdfpmath","","intelrdfpmath","","45","0","62","True","False"
"busybox","","busybox","","28","0","38","True","False"
"node:undici","nodejs/llhttp","node-undici","","28","0","38","True","True"
"debian:libgpgme11-dev","","libgpgme11-dev","","25","0","34","True","False"
"esnacc","","esnacc","","19","0","26","True","False"
"uhttpmock0","","uhttpmock0","","18","0","25","True","False"
"llhttp","nodejs/llhttp","","llhttp","0","20","20","True","True"
"onigmo","k-takata/Onigmo","","onigmo","0","17","17","True","False"
"mlx-c","ml-explore/mlx-c","","mlx-c","0","3","3","True","False"
"sdl2-compat","libsdl-org/sdl2-compat","","sdl2-compat","0","2","2","True","False"
"prrte","openpmix/prrte","","prrte","0","0","0","True","False"
"qttasktree","","","qttasktree","0","0","0","True","False"
"merve","nodejs/merve","","merve","0","0","0","True","False"
"ggml","ggml-org/ggml","","ggml","0","0","0","True","False"
"nbytes","nodejs/nbytes","","nbytes","0","0","0","True","False"
"hdrhistogram-c","HdrHistogram/HdrHistogram_c","","hdrhistogram_c","0","0","0","True","False"
"qtcanvaspainter","","","qtcanvaspainter","0","0","0","True","False"
