"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"python-yq","","","c/c++","29496","0","23656","25057","19971","49301","True","True","False","0.00006783","D","apache-2.0"
"spdlog","gabime/spdlog","https://github.com/gabime/spdlog.git","c/c++","29248","0","34371","12261","32187","38174","True","True","True","0.00006726","D","mit"
"mujs","","","c/c++","26543","0","52036","10553","18783","24802","True","True","False","0.00006689","D","isc"
"apache-spark","","","java","28921","0","49006","16253","26726","23700","True","False","False","0.00006651","D","apache-2.0"
"trufflehog","trufflesecurity/trufflehog","https://github.com/trufflesecurity/trufflehog.git","go","28917","0","0","1677","43655","41419","True","False","False","0.00006650","D","agpl-3.0-only"
"rlwrap","hanslub42/rlwrap","https://github.com/hanslub42/rlwrap.git","c/c++","22615","0","49802","6904","11492","22264","True","True","False","0.00006626","D","gpl-2.0-or-later"
"googletest","google/googletest","https://github.com/google/googletest.git","c/c++","28786","0","18137","9816","35074","52119","True","True","False","0.00006620","D","bsd-3-clause"
"lld","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","28682","0","0","0","8443","48921","True","True","True","0.00006596","D","apache-2.0 with llvm-exception"
"mkvtoolnix","","","c/c++","28564","0","37575","14332","30106","32245","True","True","False","0.00006569","D","gpl-2.0-or-later"
"fluid-synth","FluidSynth/fluidsynth","https://github.com/fluidsynth/fluidsynth.git","c/c++","26755","0","24365","12681","32507","37469","True","True","False","0.00006550","D","lgpl-2.1-or-later"
"libiconv","","","c/c++","28417","0","59808","14326","23382","16153","True","True","False","0.00006535","D","gpl-3.0-or-later and lgpl-2.0-or-later"
"libclc","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","24439","0","0","154","27696","45469","True","True","True","0.00006485","D","apache-2.0 with llvm-exception"
"zig","","","c/c++","28161","0","21859","9113","29635","52038","True","True","False","0.00006476","D","mit"
"jadx","skylot/jadx","https://github.com/skylot/jadx.git","java","28127","0","27518","14660","44414","25918","True","False","False","0.00006468","D","apache-2.0"
"memcached","","","c/c++","28045","0","54202","13643","24722","19616","True","True","False","0.00006450","D","bsd-3-clause"
"libpaper","rrthomas/libpaper","https://github.com/rrthomas/libpaper.git","c/c++","12832","0","0","13973","16859","7665","True","True","False","0.00006447","D","lgpl-2.1-or-later"
"k3d","k3d-io/k3d","https://github.com/k3d-io/k3d.git","go","27997","0","24390","11490","20422","55689","True","False","False","0.00006439","D","mit"
"saml2aws","Versent/saml2aws","https://github.com/versent/saml2aws.git","go","27729","0","59241","16747","21321","13607","True","False","False","0.00006377","D","mit"
"docker-credential-helper-ecr","awslabs/amazon-ecr-credential-helper","https://github.com/awslabs/amazon-ecr-credential-helper.git","go","27659","0","18865","8851","43154","39769","True","False","False","0.00006361","D","apache-2.0"
"broot","Canop/broot","https://github.com/canop/broot.git","rust","27597","0","40532","14815","27591","27452","True","False","False","0.00006347","D","mit"
"qt3d","","","c/c++","17071","0","0","0","0","17071","True","True","False","0.00006324","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause and mit"
"qtscxml","","","c/c++","17072","0","0","0","0","17072","True","True","False","0.00006324","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtsensors","","","c/c++","16995","0","0","0","0","16995","True","True","False","0.00006307","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"mtr","traviscross/mtr","https://github.com/traviscross/mtr.git","c/c++","27416","0","46220","9180","19852","34414","True","True","False","0.00006305","D","gpl-2.0-only and bsd-3-clause and lgpl-2.0-only"
"qtcharts","","","c/c++","16928","0","0","0","0","16928","True","True","False","0.00006291","D","gpl-3.0-only and bsd-3-clause"
"pytest","","","c/c++","27225","0","0","0","9684","44767","True","True","False","0.00006261","D","mit"
"libnice","","","c/c++","25706","0","41792","3369","25326","32337","True","True","False","0.00006260","D","lgpl-2.1-only or mpl-1.1"
"tilt","tilt-dev/tilt","https://github.com/tilt-dev/tilt.git","go","27217","0","39854","12121","20866","36028","True","False","False","0.00006259","D","apache-2.0"
"conan","","","c/c++","27194","0","39521","17347","26042","25867","True","True","False","0.00006254","D","mit"
"atuin","atuinsh/atuin","https://github.com/atuinsh/atuin.git","rust","27185","0","3114","4879","34528","66221","True","False","False","0.00006252","D","mit"
"sqlmap","sqlmapproject/sqlmap","https://github.com/sqlmapproject/sqlmap.git","c/c++","27172","0","44976","13897","24548","25268","True","True","False","0.00006249","D","gpl-2.0-or-later"
"qtconnectivity","","","c/c++","16734","0","0","0","0","16734","True","True","False","0.00006247","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qtdatavis3d","","","c/c++","16704","0","0","0","0","16704","True","True","False","0.00006240","D","gpl-3.0-only and bsd-3-clause"
"qtremoteobjects","","","c/c++","16677","0","0","0","0","16677","True","True","False","0.00006233","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtnetworkauth","","","c/c++","16619","0","0","0","0","16619","True","True","False","0.00006220","D","gpl-3.0-only and bsd-3-clause"
"python-matplotlib","","","c/c++","26990","0","0","0","24937","29043","True","True","False","0.00006207","D","psf-2.0"
"keyutils","","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git","c/c++","26873","0","0","0","0","26873","True","True","False","0.00006180","D","gpl-2.0-or-later and lgpl-2.0-or-later"
"grafana","grafana/grafana","https://github.com/grafana/grafana.git","go","26816","0","51768","11686","23659","20151","True","False","False","0.00006167","D","agpl-3.0-only"
"buf","bufbuild/buf","https://github.com/bufbuild/buf.git","go","26781","0","1609","9979","40389","55147","True","False","False","0.00006159","D","apache-2.0"
"fnm","Schniz/fnm","https://github.com/schniz/fnm.git","rust","26611","0","31317","13812","31368","29948","True","False","False","0.00006120","D","gpl-3.0-only"
"chibi-scheme","ashinn/chibi-scheme","https://github.com/ashinn/chibi-scheme.git","c/c++","26599","0","97","2493","61120","42687","True","True","False","0.00006117","D","bsd-3-clause"
"emscripten","emscripten-core/emscripten","https://github.com/emscripten-core/emscripten.git","node","26530","0","39458","17579","28188","20895","True","False","False","0.00006101","D","apache-2.0 and (apache-2.0 with llvm-exception) and (mit or ncsa)"
"sdl3","libsdl-org/SDL","https://github.com/libsdl-org/sdl.git","c/c++","11803","0","0","0","59","23548","False","True","False","0.00006090","D","zlib"
"tor","","","c/c++","26436","0","47931","14006","18484","25326","True","True","False","0.00006080","D","bsd-2-clause and bsd-3-clause and mit and ncsa"
"uutils-coreutils","uutils/coreutils","https://github.com/uutils/coreutils.git","rust","26429","0","430","553","21073","83661","True","False","False","0.00006078","D","mit"
"sdl2_ttf","libsdl-org/SDL_ttf","https://github.com/libsdl-org/sdl_ttf.git","c/c++","26418","0","30364","7412","34687","33212","True","True","False","0.00006075","D","zlib"
"epsilon","","","c/c++","23649","0","45701","8082","19925","20890","True","True","False","0.00006058","D","bsd-3-clause and (gpl-3.0-or-later or lgpl-3.0-or-later)"
"syncthing","syncthing/syncthing","https://github.com/syncthing/syncthing.git","go","26293","0","29711","9464","25443","40554","True","False","False","0.00006047","D","mpl-2.0"
"ykman","","","c/c++","26295","0","44335","18179","22067","20600","True","True","False","0.00006047","D","bsd-2-clause"
"gauche","shirok/Gauche","https://github.com/shirok/gauche.git","c/c++","26268","0","1240","3651","57010","43171","True","True","False","0.00006041","D","bsd-3-clause"
"speexdsp","","","c/c++","20193","0","9397","11434","31277","28665","True","True","False","0.00006032","D","bsd-3-clause"
"skaffold","GoogleContainerTools/skaffold","https://github.com/googlecontainertools/skaffold.git","go","26214","0","49829","18418","19599","17012","True","False","False","0.00006028","D","apache-2.0"
"sundials","llnl/sundials","https://github.com/llnl/sundials.git","c/c++","25307","0","47083","13253","23593","17300","True","True","False","0.00006024","D","bsd-3-clause"
"wireguard-go","","https://git.zx2c4.com/wireguard-go/snapshot/wireguard-go-0.0.20250522.tar.xz","go","17132","0","24581","6518","17767","19663","True","False","False","0.00006010","D","mit"
"ruby@3.1","","","c/c++","26073","0","34087","35243","23736","11228","True","True","False","0.00005996","D","ruby"
"python-argcomplete","","","c/c++","26047","0","0","0","46667","5428","True","True","False","0.00005990","D","apache-2.0"
"docker-credential-helper","docker/docker-credential-helpers","https://github.com/docker/docker-credential-helpers.git","go","26042","0","29756","9340","27265","37807","True","False","False","0.00005989","D","mit"
"gspell","","https://gitlab.gnome.org/GNOME/gspell.git","c/c++","25298","0","49683","13084","23684","14742","True","True","False","0.00005979","D","lgpl-2.1-or-later"
"libpciaccess","","","c/c++","12584","0","0","3733","18726","15295","False","True","False","0.00005977","D","mit"
"d2","terrastruct/d2","https://github.com/terrastruct/d2.git","go","25898","0","5029","4553","45570","48443","True","False","False","0.00005956","D","mpl-2.0"
"libusrsctp","sctplab/usrsctp","https://github.com/sctplab/usrsctp.git","c/c++","24363","0","21402","24352","33794","17906","True","True","True","0.00005951","D","bsd-3-clause"
"qtspeech","","","c/c++","15392","0","0","0","0","15392","True","True","False","0.00005938","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"musepack","","","c/c++","24244","0","20874","23853","33306","18944","True","True","False","0.00005924","D","bsd-3-clause and lgpl-2.1-or-later and gpl-2.0-or-later and zlib"
"gl2ps","","","c/c++","24809","0","62602","9926","20698","6011","True","True","False","0.00005910","D","gl2ps"
"libwebsockets","warmcat/libwebsockets","https://github.com/warmcat/libwebsockets.git","c/c++","19673","0","33547","8747","13789","22610","True","True","False","0.00005907","D","mit"
"gperf","","","c/c++","25610","0","6391","11801","41201","43050","True","True","False","0.00005890","D","gpl-3.0-or-later"
"perl-dbd-mysql","","","c/c++","8911","0","0","0","268","17555","False","True","False","0.00005837","D","artistic-1.0-perl or gpl-1.0-or-later"
"hidapi","libusb/hidapi","https://github.com/libusb/hidapi.git","c/c++","22375","0","49374","11136","12309","16684","True","True","False","0.00005835","D","gpl-3.0-only or bsd-3-clause or hidapi"
"ocrmypdf","","","c/c++","25229","0","24012","11395","28597","36915","True","True","False","0.00005802","D","mpl-2.0"
"vale","errata-ai/vale","https://github.com/errata-ai/vale.git","go","25200","0","12991","9383","27975","50453","True","False","False","0.00005795","D","mit"
"libgsf","","https://gitlab.gnome.org/GNOME/libgsf.git","c/c++","25183","0","69513","7442","16034","7746","True","True","False","0.00005791","D","lgpl-2.1-only"
"cgif","dloebl/cgif","https://github.com/dloebl/cgif.git","c/c++","23029","0","44599","12429","20691","14399","True","True","True","0.00005775","D","mit"
"libxmu","","","c/c++","23376","0","32725","6218","31451","23110","True","True","False","0.00005756","D","mit"
"mozjpeg","mozilla/mozjpeg","https://github.com/mozilla/mozjpeg.git","c/c++","22818","0","52256","13507","14493","11018","True","True","False","0.00005727","D","bsd-3-clause"
"libpcap","","","c/c++","24901","0","38912","13785","26081","20829","True","True","False","0.00005727","D","bsd-3-clause"
"istioctl","istio/istio","https://github.com/istio/istio.git","go","24594","0","35863","9811","26684","26020","True","False","False","0.00005656","D","apache-2.0"
"powerlevel10k","romkatv/powerlevel10k","https://github.com/romkatv/powerlevel10k.git","c/c++","24588","0","0","2118","38323","33325","True","True","False","0.00005655","D","mit"
"gtk+","","","c/c++","24355","0","46572","12412","23893","14544","True","True","False","0.00005601","D","lgpl-2.0-or-later"
"libmediainfo","","","c/c++","13893","0","0","6429","18467","16783","True","True","False","0.00005469","D","bsd-2-clause"
"talisman","thoughtworks/talisman","https://github.com/thoughtworks/talisman.git","go","23684","0","1440","18897","46734","27665","True","False","False","0.00005447","D","mit"
"cosign","sigstore/cosign","https://github.com/sigstore/cosign.git","go","23681","0","4868","8787","44501","36569","True","False","False","0.00005446","D","apache-2.0"
"sshuttle","sshuttle/sshuttle","https://github.com/sshuttle/sshuttle.git","c/c++","23524","0","39405","5602","13564","35526","True","True","False","0.00005410","D","lgpl-2.1-or-later"
"uthash","troydhanson/uthash","https://github.com/troydhanson/uthash.git","c/c++","6417","0","96","56","15015","10503","False","True","False","0.00005400","D","bsd-1-clause"
"opusfile","","","c/c++","19410","0","23430","13595","19791","20826","True","True","False","0.00005391","D","bsd-3-clause"
"media-info","","","c/c++","23270","0","27084","14429","26214","25355","True","True","False","0.00005351","D","bsd-2-clause"
"speedtest-cli","sivel/speedtest-cli","https://github.com/sivel/speedtest-cli.git","c/c++","23221","0","36333","9134","19493","27925","True","True","False","0.00005340","D","apache-2.0"
"libsecret","","","c/c++","23123","0","5990","5977","31180","49347","True","True","False","0.00005318","D","lgpl-2.1-or-later and gpl-2.0-or-later and apache-2.0"
"imlib2","","","c/c++","23105","0","44196","17602","17679","12944","True","True","False","0.00005314","D","imlib2"
"go@1.22","","","go","23062","0","0","0","26661","19464","True","False","False","0.00005304","D","bsd-3-clause"
"xtrans","","","c/c++","23061","0","30644","12331","17058","32211","True","True","False","0.00005303","D","mit"
