repo,repo_id,repo_age_years,active_contributors_git_5y,dormant,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,issue_close_ratio_p,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,issue_trend_score_p,loc_per_ac,loc_per_ac_p,cve_per_ac,cve_per_ac_p,nni_per_ac,nni_per_ac_p,score,fetched_at
suguru03/neo-async,gh/27030361,11.1,0,1,0,True,0,2022-12-02T17:22:37Z,4,4,1.0,30.64,0,-0.3,-0.2,,,47351.0,98.55,0.0,78.08,0.0,35.97,65,2026-04-27T13:18:36Z
sval-rs/sval,gh/157205610,7.1,3,0,10,True,4,2026-04-25T05:42:58Z,18,17,0.944,38.24,1,-0.3,0.2,0.1389,18.42,9895.0,96.2,0.0,78.08,0.3333,51.81,73,2026-04-27T13:18:36Z
swc-project/swc,gh/115110181,8.0,323,0,10,True,5,2026-04-27T13:06:59Z,3403,3110,0.914,42.52,293,-104.5,-79.3,0.037,42.16,13644.4025,96.98,0.0,78.08,0.9071,68.33,80,2026-04-27T13:18:36Z
syntax-tree/unist-util-is,gh/41795086,10.3,5,0,0,True,5,2025-10-22T10:53:09Z,0,1,,,-1,,,,,152.4,33.33,0.0,78.08,-0.2,14.25,33,2026-04-27T13:18:36Z
systemd/systemd,gh/32873313,10.8,1361,0,10,True,5,2026-04-27T13:16:36Z,6798,5523,0.812,55.15,1275,37.9,-12.3,-0.0369,70.44,764.5349,74.5,0.0169,83.22,0.9368,68.89,75,2026-04-27T13:18:36Z
taiki-e/pin-project,gh/164668916,7.0,4,0,10,True,5,2026-04-15T15:00:04Z,18,12,0.667,71.32,6,-1.1,-1.2,-0.0278,67.53,3792.5,93.62,0.0,78.08,1.5,84.16,85,2026-04-27T13:18:36Z
taiki-e/pin-project-lite,gh/216847853,6.2,9,0,10,True,5,2026-04-15T15:00:14Z,16,12,0.75,62.87,4,-0.9,-0.5,0.125,20.19,667.1111,72.15,0.0,78.08,0.4444,55.54,68,2026-04-27T13:18:36Z
taiki-e/portable-atomic,gh/448365131,4.0,7,0,10,True,4,2026-04-23T13:55:05Z,43,33,0.767,60.66,10,0.5,1.2,0.0814,28.76,4991.8571,94.41,0.0,78.08,1.4286,83.26,85,2026-04-27T13:18:36Z
tapjs/signal-exit,gh/35711072,10.6,4,0,0,True,4,2025-10-25T19:21:39Z,11,9,0.818,54.04,2,0.1,-0.4,-0.2273,94.67,441.25,62.64,0.0,78.08,0.5,59.28,66,2026-04-27T13:18:36Z
tapjs/stack-utils,gh/48974178,10.0,3,0,0,True,3,2023-10-10T17:32:03Z,8,1,0.125,93.01,7,-1.4,-0.1,0.8125,0.65,487.6667,66.22,0.0,78.08,2.3333,90.61,78,2026-04-27T13:18:36Z
tartley/colorama,gh/18892209,11.7,13,0,0,True,5,2025-07-09T17:06:02Z,65,43,0.662,71.45,22,-4.8,-4.4,0.0308,44.75,145.1538,32.1,0.0,78.08,1.6923,85.41,60,2026-04-27T13:18:36Z
teambition/merge2,gh/25396227,11.2,2,0,,True,2,2026-01-21T23:10:48Z,0,0,,,0,,,,,242.5,44.63,0.0,78.08,0.0,35.97,50,2026-04-27T13:18:36Z
teddriggs/darling,gh/89984100,8.7,36,0,1,True,5,2026-01-15T23:21:54Z,145,151,1.041,15.56,-6,2.3,1.4,-0.031,68.82,410.2222,60.4,0.0,78.08,-0.1667,14.82,41,2026-04-27T13:18:36Z
tehshrike/deepmerge,gh/3276413,13.9,7,0,0,True,3,2023-04-21T05:16:12Z,26,12,0.462,84.93,14,-1.8,-1.5,0.0577,35.86,167.2857,35.57,0.0,78.08,2.0,89.03,63,2026-04-27T13:18:36Z
terkelg/sisteransi,gh/122441239,7.9,0,1,0,True,0,2022-08-08T18:48:08Z,2,0,0.0,100.0,2,0.4,0.0,,,182.0,37.58,0.0,78.08,2.0,89.03,64,2026-04-27T13:18:36Z
terser/terser,gh/29097127,11.0,60,0,10,True,5,2026-04-23T11:00:47Z,565,395,0.699,66.67,170,-35.0,-23.6,0.1009,23.91,1833.2,87.58,0.0167,82.89,2.8333,91.86,87,2026-04-27T13:18:37Z
textualize/rich,gh/220809393,6.1,231,0,10,True,5,2026-04-12T09:40:10Z,1144,919,0.803,55.76,225,-60.7,-64.7,-0.0175,65.27,171.5065,36.24,0.0,78.08,0.974,69.91,58,2026-04-27T13:18:36Z
theskumar/python-dotenv,gh/23727790,11.3,43,0,8,True,5,2026-04-19T19:39:11Z,174,142,0.816,54.17,32,-4.4,-6.0,-0.046,73.18,66.3488,15.32,0.0,78.08,0.7442,66.06,43,2026-04-27T13:18:36Z
thkukuk/rpcsvc-proto,gh/55140533,9.8,3,0,0,True,4,2025-08-01T10:09:54Z,7,4,0.571,77.94,3,-0.2,-0.4,-0.1429,89.98,2362.3333,90.72,0.0,78.08,1.0,78.17,82,2026-04-27T13:18:36Z
thlorenz/convert-source-map,gh/8751561,12.8,7,0,0,True,5,2025-03-27T03:08:35Z,3,8,2.667,0.74,-5,0.2,-0.8,,,143.4286,31.54,0.0,78.08,-0.7143,5.66,24,2026-04-27T13:18:37Z
thlorenz/deep-is,gh/9345558,12.7,1,0,0,True,1,2021-09-04T16:55:12Z,1,3,3.0,0.61,-2,-0.2,-0.6,,,167.0,35.46,0.0,78.08,-2.0,1.81,17,2026-04-27T13:18:37Z
tim-kos/node-retry,gh/1738798,14.6,3,0,0,True,2,2023-09-13T11:11:26Z,9,4,0.444,85.42,5,-1.2,-0.5,0.3889,4.36,277.0,48.55,0.0,78.08,1.6667,85.07,69,2026-04-27T13:18:37Z
time-rs/time,gh/26459635,11.1,53,0,,True,5,2026-04-27T07:51:33Z,261,248,0.95,37.5,13,-9.2,-9.5,-0.0057,61.23,837.7547,76.51,0.0189,83.67,0.2453,46.49,67,2026-04-27T13:18:37Z
tj/commander.js,gh/2206953,14.4,37,0,10,True,5,2026-04-13T22:33:18Z,419,430,1.026,17.89,-11,-15.0,-18.4,-0.0406,71.24,520.7297,67.34,0.0,78.08,-0.2973,12.1,40,2026-04-27T13:18:37Z
tj/node-cookie-signature,gh/6229722,13.2,3,0,0,True,3,2025-04-30T17:42:26Z,10,9,0.9,44.36,1,-0.8,-0.8,0.0,60.1,31.0,6.82,0.0,78.08,0.3333,51.81,30,2026-04-27T13:03:21Z
tjguk/wmi,gh/23124645,11.4,0,1,0,True,0,2024-02-29T01:48:44Z,12,1,0.083,93.14,11,-0.7,0.0,0.2917,6.95,4558.0,94.3,0.0,78.08,11.0,99.1,90,2026-04-27T18:56:00Z
tkem/cachetools,gh/18006791,11.8,13,0,10,True,5,2026-04-22T18:56:44Z,98,87,0.888,45.96,11,-2.1,-0.2,0.0969,24.88,265.2308,46.98,0.0,78.08,0.8462,67.87,63,2026-04-27T13:18:37Z
tokio-rs/bytes,gh/30062547,10.9,63,0,4,True,5,2026-02-04T15:15:37Z,129,107,0.829,53.06,22,0.4,3.0,0.1008,24.07,215.0,41.16,0.0,78.08,0.3492,52.26,55,2026-04-27T13:18:37Z
tokio-rs/loom,gh/161875917,7.0,37,0,,True,5,2026-02-20T20:40:49Z,85,42,0.494,83.46,43,0.5,-0.6,-0.0647,79.81,291.2162,49.78,0.0,78.08,1.1622,79.75,68,2026-04-27T13:18:37Z
tokio-rs/prost,gh/94262864,8.6,121,0,9,True,5,2026-04-25T17:52:10Z,329,214,0.65,72.43,115,-11.2,-6.9,0.0653,34.09,154.2562,33.56,0.0165,82.66,0.9504,69.57,58,2026-04-27T13:18:37Z
tokio-rs/slab,gh/37093133,10.6,20,0,0,True,5,2026-01-31T12:58:19Z,14,13,0.929,40.69,1,-0.6,-1.4,-0.2857,95.64,130.0,29.53,0.05,88.26,0.05,36.88,46,2026-04-27T13:18:37Z
tokio-rs/tokio,gh/67836789,9.3,609,0,10,True,5,2026-04-27T12:23:41Z,1331,1129,0.848,49.88,202,-8.8,-7.8,0.0038,54.28,276.6437,48.43,0.0082,80.65,0.3317,49.89,58,2026-04-27T13:18:37Z
tokio-rs/tracing,gh/165289175,7.0,202,0,,True,5,2026-04-17T13:23:19Z,806,379,0.47,84.56,427,-27.1,-13.8,0.0825,28.43,351.6188,56.04,0.0099,81.1,2.1139,89.71,74,2026-04-27T13:18:37Z
toml-rs/toml,gh/95902102,8.5,56,0,10,True,5,2026-04-27T06:16:50Z,319,276,0.865,48.16,43,3.4,10.4,0.1097,22.46,847.375,76.62,0.0,78.08,0.7679,66.52,74,2026-04-27T13:18:37Z
tootallnate/proxy-agents,gh/11293703,12.5,27,0,10,True,4,2026-04-17T00:52:51Z,116,113,0.974,33.95,3,3.3,3.4,0.0043,54.12,322.2593,53.02,0.0741,90.38,0.1111,39.93,58,2026-04-27T13:18:37Z
tootallnate/util-deprecate,gh/19321056,11.7,0,1,0,True,0,2018-11-11T02:10:34Z,1,0,0.0,100.0,1,-0.2,0.0,,,73.0,17.23,0.0,78.08,1.0,78.17,47,2026-04-27T13:18:37Z
torvalds/linux,gh/2325298,14.3,12424,0,,False,5,2026-05-19T00:57:44Z,,,,,,,,,,2977.3649,92.39,0.8533,99.22,,50,77,2026-05-19T11:25:44Z
tower-rs/tower,gh/98244646,8.4,64,0,,True,5,2026-02-24T22:54:27Z,103,70,0.68,67.28,33,-3.0,-4.1,-0.0534,75.12,250.1719,45.75,0.0,78.08,0.5156,59.39,60,2026-04-27T13:18:37Z
tox-dev/filelock,gh/17098256,11.9,42,0,10,True,5,2026-04-27T17:16:03Z,83,75,0.904,43.75,8,0.3,-2.2,-0.1506,91.11,55.8095,12.3,0.0238,84.45,0.1905,44.0,36,2026-04-27T18:56:00Z
tox-dev/platformdirs,gh/367032142,4.6,46,0,10,True,5,2026-04-23T13:46:43Z,96,75,0.781,59.07,21,-4.1,-5.6,-0.0781,83.04,58.6957,12.98,0.0,78.08,0.4565,56.0,38,2026-04-27T13:18:37Z
tqdm/tqdm,gh/36804486,10.6,28,0,10,True,4,2026-02-14T00:27:00Z,320,99,0.309,89.34,221,-15.2,-10.7,0.0703,32.79,322.4286,53.13,0.0714,89.93,7.8929,98.3,78,2026-04-27T13:18:37Z
tritondatacenter/node-assert-plus,gh/4767976,13.5,1,0,0,True,2,2022-12-20T05:43:01Z,4,1,0.25,91.05,3,-0.5,-0.1,,,670.0,72.26,0.0,78.08,3.0,94.23,81,2026-04-27T13:03:10Z
tritondatacenter/node-extsprintf,gh/4058064,13.7,1,0,0,True,1,2021-11-02T21:49:00Z,0,0,,,0,,,,,426.0,61.63,0.0,78.08,0.0,35.97,56,2026-04-27T13:02:59Z
troygoode/node-require-directory,gh/3053807,14.0,0,1,0,True,0,2021-12-23T01:02:35Z,0,0,,,0,,,,,309.0,51.57,0.0,78.08,0.0,35.97,53,2026-04-27T13:18:37Z
tsconfig/bases,gh/263697285,5.6,87,0,4,True,5,2026-02-14T13:47:08Z,113,84,0.743,63.24,29,-0.1,0.2,0.0133,51.21,5.0,1.12,0.0,78.08,0.3333,51.81,17,2026-04-27T13:18:37Z
tukaani-project/xz,gh/553665726,3.2,39,0,10,True,5,2026-03-31T16:42:19Z,88,76,0.864,48.53,12,9.2,7.8,-0.0795,83.2,1651.9231,86.24,0.0,78.08,0.3077,49.32,69,2026-04-27T13:18:38Z
typescript-eslint/typescript-eslint,gh/165536154,7.0,476,0,10,True,5,2026-04-26T16:48:40Z,3982,3926,0.986,31.74,56,15.9,48.4,0.0408,41.03,590.4853,70.58,0.0,78.08,0.1176,40.27,61,2026-04-27T13:18:38Z
typeshed-internal/stub_uploader,gh/331669593,4.9,23,0,,True,5,2026-05-03T05:20:10Z,,,,,,,,,,91.3478,22.04,0.0,78.08,,50,44,2026-05-03T22:21:39Z
unicode-org/icu,gh/49244766,10.0,137,0,,False,5,2026-04-24T20:28:45Z,0,0,,,0,,,,,14664.7226,97.09,0.0511,88.37,0.0,35.97,68,2026-04-27T13:18:38Z
unicode-org/icu4x,gh/243395141,5.8,119,0,10,True,5,2026-04-27T10:55:33Z,1991,1525,0.766,60.78,466,-42.2,-12.9,0.0736,31.02,3678.042,93.51,0.0168,83.0,3.916,95.25,90,2026-04-27T13:18:38Z
unicode-rs/unicode-xid,gh/34637906,10.7,14,0,0,True,4,2025-09-12T16:25:37Z,6,5,0.833,52.94,1,-0.3,-0.1,0.1667,15.35,144.0,31.88,0.0,78.08,0.0714,37.9,46,2026-04-27T13:18:38Z
unshiftio/requires-port,gh/26316179,11.1,1,0,0,True,3,2023-07-14T21:05:22Z,1,1,1.0,30.64,0,0.0,-0.2,,,136.0,30.43,0.0,78.08,0.0,35.97,44,2026-04-27T13:18:38Z
uqfoundation/dill,gh/11031844,12.5,21,0,2,True,5,2026-04-07T23:39:35Z,202,139,0.688,67.03,63,-7.7,-11.5,-0.0941,86.27,482.0,65.55,0.0,78.08,3.0,94.23,78,2026-04-27T13:18:38Z
urllib3/urllib3,gh/2410676,14.3,135,0,10,True,5,2026-04-21T18:44:42Z,475,475,1.0,30.64,0,-8.0,-16.7,-0.0916,85.78,240.037,44.3,0.1037,92.51,0.0,35.97,53,2026-04-27T13:18:38Z
util-linux/util-linux,gh/2339555,14.3,406,0,10,True,5,2026-04-27T12:34:14Z,993,710,0.715,65.69,283,9.2,-2.7,-0.0599,78.35,630.3621,71.48,0.0246,84.56,0.697,64.82,73,2026-04-27T13:18:38Z
uuidjs/uuid,gh/1203139,15.0,29,0,10,True,5,2026-04-26T20:51:58Z,141,151,1.071,13.24,-10,-1.4,-0.5,0.0319,44.26,127.3793,29.19,0.0,78.08,-0.3448,9.95,28,2026-04-27T13:18:38Z
vercel/ai,gh/644461337,2.6,513,0,10,True,3,2026-04-27T13:17:43Z,3118,2236,0.717,65.56,882,485.2,342.4,-0.229,94.99,716.191,73.71,0.0019,78.41,1.7193,85.52,79,2026-04-27T13:18:38Z
vercel/ms,gh/3655872,13.8,11,0,0,True,5,2026-01-16T16:27:00Z,47,46,0.979,33.21,1,3.0,3.4,0.0426,40.23,123.6364,28.64,0.0909,91.39,0.0909,38.69,47,2026-04-27T13:18:38Z
visionmedia/bytes.js,gh/4626886,13.6,1,0,0,True,2,2024-07-05T20:46:24Z,3,5,1.667,3.06,-2,0.1,-0.7,,,436.0,62.19,0.0,78.08,-2.0,1.81,21,2026-04-27T13:18:38Z
vitest-dev/vitest,gh/434708679,4.1,681,0,10,True,5,2026-04-27T13:04:34Z,3787,3495,0.923,41.67,292,137.8,156.8,0.0251,46.69,210.3906,40.72,0.0015,78.3,0.4288,55.09,56,2026-04-27T13:18:38Z
vorner/signal-hook,gh/137260008,7.6,28,0,3,True,5,2026-04-04T08:10:09Z,57,42,0.737,63.6,15,-2.7,-3.2,-0.0439,72.21,216.4286,41.39,0.0,78.08,0.5357,59.84,58,2026-04-27T13:18:38Z
vuejs/core,gh/137078487,7.6,418,0,10,True,5,2026-04-27T10:14:47Z,4753,4199,0.883,46.32,554,-199.6,-148.6,0.0537,36.67,359.5167,56.82,0.0024,78.75,1.3254,81.9,72,2026-04-27T13:18:38Z
wasm-bindgen/wasm-bindgen,gh/114685405,8.0,284,0,10,True,5,2026-04-25T00:39:45Z,1040,800,0.769,60.42,240,-12.9,2.7,0.075,30.69,1032.2465,80.65,0.0,78.08,0.8451,67.76,75,2026-04-27T13:18:38Z
watson/ci-info,gh/71475907,9.2,21,0,3,True,5,2026-01-29T16:22:52Z,50,39,0.78,59.19,11,-1.4,-1.7,-0.03,68.34,64.9048,14.65,0.0,78.08,0.5238,59.5,41,2026-04-27T13:18:38Z
wbond/asn1crypto,gh/36823669,10.6,10,0,1,True,3,2024-05-13T16:24:43Z,65,40,0.615,75.61,25,-2.4,-1.8,0.0462,38.77,2903.2,92.06,0.0,78.08,2.5,91.29,87,2026-04-27T13:18:38Z
webmproject/libwebp,gh/23368445,11.3,37,0,10,False,5,2026-04-16T13:32:45Z,0,0,,,0,,,,,2964.5946,92.28,0.5405,99.11,0.0,35.97,69,2026-04-27T18:56:02Z
webpack/enhanced-resolve,gh/5400204,13.4,32,0,10,True,5,2026-04-27T07:28:16Z,74,68,0.919,41.91,6,-4.7,-1.0,0.25,8.89,486.75,66.11,0.0,78.08,0.1875,43.89,61,2026-04-27T13:18:38Z
webpack/minimizer-webpack-plugin,gh/143057914,7.4,17,0,10,True,5,2026-06-23T22:20:14Z,91,91,1.0,30.64,0,-8.1,-7.5,0.033,43.62,469.4706,64.77,0.0,78.08,0.0,35.97,57,2026-06-28T19:52:25Z
webpack/schema-utils,gh/80306715,8.9,6,0,0,True,5,2026-01-23T13:27:06Z,4,6,1.5,4.29,-2,-0.1,-0.1,,,991.0,79.98,0.0,78.08,-0.3333,11.43,41,2026-04-27T13:18:38Z
webpack/tapable,gh/7730086,12.9,9,0,10,True,2,2026-04-26T17:07:32Z,14,20,1.429,4.66,-6,-1.8,0.7,0.8929,0.32,428.3333,61.86,0.0,78.08,-0.6667,6.33,31,2026-04-27T13:18:38Z
webpack/watchpack,gh/24119524,11.3,9,0,10,True,4,2026-04-24T19:54:35Z,20,19,0.95,37.5,1,-2.0,-0.1,0.475,3.39,558.5556,69.02,0.0,78.08,0.1111,39.93,60,2026-04-27T13:18:38Z
webpack/webpack-sources,gh/48954523,10.0,11,0,10,True,5,2026-04-23T11:58:49Z,14,18,1.286,7.11,-4,-1.5,-2.5,-0.3571,97.09,738.1818,74.05,0.0,78.08,-0.3636,9.84,38,2026-04-27T13:18:38Z
webreflection/flatted,gh/131121620,7.7,5,0,10,True,5,2026-04-10T07:53:25Z,23,23,1.0,30.64,0,-0.9,-0.7,0.0435,39.58,306.6,51.34,0.0,78.08,0.0,35.97,52,2026-04-27T13:18:38Z
webreflection/html-escaper,gh/33597730,10.7,1,0,0,True,1,2021-02-18T08:35:18Z,4,2,0.5,83.21,2,-0.6,-0.2,,,260.0,46.64,0.0,78.08,2.0,89.03,69,2026-04-27T13:18:38Z
websocket-client/websocket-client,gh/1202362,15.0,58,0,0,True,5,2026-01-27T13:18:37Z,274,444,1.62,3.19,-170,-17.6,-56.0,-0.7007,99.19,168.8103,35.68,0.0,78.08,-2.931,0.9,14,2026-04-27T13:18:38Z
websockets/ws,gh/2744972,14.1,27,0,8,True,5,2026-03-21T17:13:48Z,340,261,0.768,60.54,79,-21.5,-13.8,0.1132,22.13,579.2593,70.25,0.0741,90.38,2.9259,92.08,84,2026-04-27T13:18:39Z
wesleytodd/setprototypeof,gh/30301031,10.9,0,1,0,True,1,2022-06-24T23:48:22Z,0,0,,,0,,,,,41.0,8.72,0.0,78.08,0.0,35.97,29,2026-04-27T13:18:38Z
whitequark/ipaddr.js,gh/2110585,14.4,10,0,5,True,5,2026-02-06T17:35:32Z,25,18,0.72,65.07,7,-0.4,0.6,0.2,12.12,178.3,37.02,0.0,78.08,0.7,65.16,57,2026-04-27T13:18:39Z
withoutboats/heck,gh/86326466,8.8,7,0,0,True,4,2025-08-09T10:47:32Z,17,13,0.765,60.91,4,0.0,-0.5,-0.1471,90.47,123.7143,28.75,0.0,78.08,0.5714,61.09,52,2026-04-27T13:18:38Z
xiph/ogg,gh/33956205,10.7,11,0,0,True,4,2026-03-03T12:59:51Z,15,10,0.667,71.32,5,-0.5,0.0,0.1667,15.35,352.0,56.15,0.0,78.08,0.4545,55.88,63,2026-04-27T18:56:03Z
xtuc/webassemblyjs,gh/113006071,8.1,12,0,0,True,4,2025-01-27T05:00:50Z,29,14,0.483,83.82,15,-1.1,-0.9,0.0345,42.97,3277.0,92.73,0.0,78.08,1.25,81.33,84,2026-04-27T13:18:39Z
yahoo/serialize-javascript,gh/24106944,11.3,9,0,,True,5,2026-04-24T19:55:05Z,16,6,0.375,87.01,10,-1.2,-0.2,0.3125,6.3,112.5556,26.51,0.1111,93.18,1.1111,79.07,58,2026-04-27T13:18:39Z
yaml/libyaml,gh/2699072,14.2,2,0,0,True,2,2026-04-24T12:52:44Z,56,21,0.375,87.01,35,-2.0,-0.1,0.1696,13.73,8533.0,95.64,0.0,78.08,17.5,99.77,91,2026-04-27T13:18:39Z
yaml/pyyaml,gh/2700147,14.2,6,0,0,True,5,2025-09-25T21:29:27Z,282,184,0.652,72.06,98,-7.7,-8.0,-0.0053,60.9,1574.5,85.01,0.5,98.99,16.3333,99.66,94,2026-04-27T13:18:39Z
yargs/cliui,gh/34287546,10.7,3,0,,True,2,2026-03-23T16:48:09Z,24,15,0.625,75.49,9,0.8,1.7,0.1875,12.6,320.6667,52.91,0.0,78.08,3.0,94.23,73,2026-04-27T13:18:39Z
yargs/set-blocking,gh/58830287,9.6,1,0,0,True,1,2023-12-15T11:34:26Z,1,0,0.0,100.0,1,-0.1,0.0,,,69.0,16.22,0.0,78.08,1.0,78.17,46,2026-04-27T13:18:39Z
yargs/y18n,gh/39720886,10.4,3,0,,True,2,2026-03-31T09:52:08Z,10,8,0.8,57.11,2,-1.4,-1.4,0.0,60.1,247.3333,45.41,0.3333,97.99,0.6667,63.8,66,2026-04-27T13:18:39Z
yargs/yargs,gh/14210523,12.1,75,0,3,True,5,2026-03-23T17:59:33Z,357,315,0.882,46.94,42,-28.5,-16.5,0.1681,13.89,296.9467,50.34,0.0,78.08,0.56,60.52,62,2026-04-27T13:18:39Z
yargs/yargs-parser,gh/50258379,9.9,14,0,0,True,3,2026-03-25T21:11:37Z,51,30,0.588,76.59,21,-5.4,-0.5,0.4804,3.07,433.3571,61.97,0.0,78.08,1.5,84.16,74,2026-04-27T13:18:39Z
yuzujs/setimmediate,gh/1981208,14.5,0,1,0,True,0,2024-01-01T07:03:03Z,6,1,0.167,92.4,5,-0.2,-0.1,0.0833,28.27,342.0,55.15,0.0,78.08,5.0,97.17,75,2026-04-27T13:18:39Z
zertosh/loose-envify,gh/41947687,10.3,0,1,0,True,0,2020-12-18T14:02:40Z,1,0,0.0,100.0,1,0.2,0.0,,,22106.0,98.1,0.0,78.08,1.0,78.17,84,2026-04-27T13:18:39Z
zesterer/spin-rs,gh/21686666,11.5,27,0,3,True,5,2026-03-24T23:16:21Z,27,25,0.926,41.05,2,-0.3,-0.6,-0.0556,76.09,189.8148,38.26,0.0741,90.38,0.0741,38.01,51,2026-04-27T13:03:11Z
zloirock/core-js,gh/11481338,12.5,54,0,10,True,5,2026-04-27T10:25:18Z,302,320,1.06,13.73,-18,-16.5,-24.3,-0.1291,89.18,2147.7037,89.71,0.0,78.08,-0.3333,11.43,43,2026-04-27T13:18:39Z
